Season_End_Year,Squad,Comp,Player,Nation,Pos,Age,Born,MP_Playing,Starts_Playing,Min_Playing,Mins_Per_90_Playing,Gls,Ast,G+A,G_minus_PK,PK,PKatt,CrdY,CrdR,xG_Expected,npxG_Expected,xAG_Expected,npxG+xAG_Expected,PrgC_Progression,PrgP_Progression,PrgR_Progression,Gls_Per,Ast_Per,G+A_Per,G_minus_PK_Per,G+A_minus_PK_Per,xG_Per,xAG_Per,xG+xAG_Per,npxG_Per,npxG+xAG_Per,Url
2024,Granada,La Liga,Carlos Neva,ESP,DF,27,1996,36,36,3146,35,0,2,2,0,0,0,4,0,0.1,0.1,3.2,3.3,43,111,98,0,0.06,0.06,0,0.06,0,0.09,0.1,0,0.1,https://fbref.com/en/players/8d47bb39/Carlos-Neva
2024,Granada,La Liga,Samu Omorodion,ESP,FW,19,2004,1,1,80,0.9,1,0,1,1,0,0,0,0,0.7,0.7,0,0.7,0,0,3,1.13,0,1.13,1.13,1.13,0.78,0.05,0.84,0.78,0.84,https://fbref.com/en/players/dc44b03c/Samu-Omorodion
2024,Granada,La Liga,Facundo Pellistri,URU,"MF,FW",21,2001,15,14,1232,13.7,2,1,3,2,0,0,2,1,2.5,2.5,1.2,3.7,33,22,96,0.15,0.07,0.22,0.15,0.22,0.18,0.09,0.27,0.18,0.27,https://fbref.com/en/players/ac7e7b1c/Facundo-Pellistri
2024,Granada,La Liga,Alberto Perea,ESP,"MF,FW",32,1990,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,2,1,0,0,0,0,0,0,4.87,4.87,0,4.87,https://fbref.com/en/players/5496cc91/Alberto-Perea
2024,Granada,La Liga,Njegoš Petrović,SRB,"MF,FW",24,1999,10,0,157,1.7,0,0,0,0,0,0,0,0,0,0,0.1,0.1,3,8,3,0,0,0,0,0,0.02,0.06,0.08,0.02,0.08,https://fbref.com/en/players/0cb29e91/Njegos-Petrovic
2024,Granada,La Liga,Kamil Piątkowski,POL,DF,23,2000,9,6,505,5.6,0,0,0,0,0,0,1,1,0.8,0.8,0.1,0.9,2,10,0,0,0,0,0,0,0.14,0.02,0.17,0.14,0.17,https://fbref.com/en/players/2cf496fb/Kamil-Piatkowski
2024,Granada,La Liga,Antonio Puertas,ESP,"MF,FW",31,1992,27,6,730,8.1,0,2,2,0,0,2,3,1,3.2,1.6,0.6,2.2,18,22,46,0,0.25,0.25,0,0.25,0.39,0.08,0.47,0.2,0.27,https://fbref.com/en/players/c77a8043/Antonio-Puertas
2024,Granada,La Liga,Sergio Rodelas,ESP,"FW,DF",18,2004,3,2,122,1.4,0,1,1,0,0,0,0,0,0,0,1.1,1.2,3,1,5,0,0.74,0.74,0,0.74,0.02,0.84,0.86,0.02,0.86,https://fbref.com/en/players/2c9e6bc3/Sergio-Rodelas
2024,Granada,La Liga,Sergio Ruiz,ESP,MF,28,1994,35,30,2494,27.7,0,4,4,0,0,0,9,0,0.7,0.7,1.3,2,34,113,23,0,0.14,0.14,0,0.14,0.03,0.05,0.07,0.03,0.07,https://fbref.com/en/players/1f423a54/Sergio-Ruiz
2024,Granada,La Liga,Pablo Saenz,ESP,MF,22,2001,1,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/2f9ef1a8/Pablo-Saenz
2024,Granada,La Liga,Ricard Sánchez,ESP,DF,23,2000,33,25,2295,25.5,3,0,3,3,0,0,8,0,1,1,1.9,2.9,49,84,103,0.12,0,0.12,0.12,0.12,0.04,0.08,0.11,0.04,0.11,https://fbref.com/en/players/fce521d7/Ricard-Sanchez
2024,Granada,La Liga,Alberto Soro,ESP,MF,24,1999,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0.51,0,0.51,https://fbref.com/en/players/452c3055/Alberto-Soro
2024,Granada,La Liga,Raúl Torrente,ESP,DF,21,2001,17,14,1250,13.9,0,0,0,0,0,0,4,0,0.2,0.2,0.4,0.6,4,33,2,0,0,0,0,0,0.01,0.03,0.04,0.01,0.04,https://fbref.com/en/players/4d753a3f/Raul-Torrente
2024,Granada,La Liga,Myrto Uzuni,ALB,FW,28,1995,34,28,2448,27.2,11,1,12,7,4,5,3,0,12.9,9,2.6,11.6,21,18,90,0.4,0.04,0.44,0.26,0.29,0.48,0.09,0.57,0.33,0.43,https://fbref.com/en/players/01da7812/Myrto-Uzuni
2024,Granada,La Liga,Jesús Vallejo,ESP,DF,26,1997,3,1,108,1.2,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/c2111b45/Jesus-Vallejo
2024,Granada,La Liga,Gonzalo Villar,ESP,MF,25,1998,35,21,1803,20,1,3,4,1,0,0,7,0,1.9,1.9,2.2,4.1,27,74,27,0.05,0.15,0.2,0.05,0.2,0.09,0.11,0.2,0.09,0.2,https://fbref.com/en/players/bdc74a8f/Gonzalo-Villar
2024,Granada,La Liga,Shon Weissman,ISR,FW,27,1996,5,0,82,0.9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0.04,0,0.04,0.04,0.04,https://fbref.com/en/players/379dc075/Shon-Weissman
2024,Granada,La Liga,Bryan Zaragoza,ESP,"MF,FW",22,2001,21,18,1638,18.2,6,2,8,5,1,1,5,0,3.8,3,3.3,6.3,100,36,127,0.33,0.11,0.44,0.27,0.38,0.21,0.18,0.39,0.16,0.35,https://fbref.com/en/players/a96103b2/Bryan-Zaragoza
2024,Las Palmas,La Liga,Julian Araujo,MEX,DF,21,2001,25,15,1462,16.2,1,0,1,1,0,0,5,0,0.7,0.7,1.2,1.9,23,74,47,0.06,0,0.06,0.06,0.06,0.04,0.07,0.11,0.04,0.11,https://fbref.com/en/players/8f4541c2/Julian-Araujo
2024,Las Palmas,La Liga,José Campaña,ESP,MF,30,1993,8,1,171,1.9,0,0,0,0,0,0,0,0,0,0,0,0,1,15,4,0,0,0,0,0,0.01,0,0.01,0.01,0.01,https://fbref.com/en/players/61220da2/Jose-Campana
2024,Las Palmas,La Liga,Marc Cardona,ESP,FW,28,1995,26,6,737,8.2,4,1,5,3,1,1,4,0,4.2,3.5,1.1,4.5,10,13,74,0.49,0.12,0.61,0.37,0.49,0.52,0.13,0.65,0.42,0.55,https://fbref.com/en/players/b92b456a/Marc-Cardona
2024,Las Palmas,La Liga,Sergi Cardona,ESP,DF,24,1999,35,30,2814,31.3,1,2,3,1,0,0,11,0,2.7,2.7,2.8,5.5,60,160,165,0.03,0.06,0.1,0.03,0.1,0.09,0.09,0.18,0.09,0.18,https://fbref.com/en/players/74e90475/Sergi-Cardona
2024,Las Palmas,La Liga,Saúl Coco,EQG,DF,24,1999,30,26,2295,25.5,1,0,1,1,0,0,6,1,1.1,1.1,0,1.1,9,69,1,0.04,0,0.04,0.04,0.04,0.04,0,0.04,0.04,0.04,https://fbref.com/en/players/d0ee1652/Saul-Coco
2024,Las Palmas,La Liga,Eric Curbelo,ESP,"DF,MF",29,1994,2,1,102,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/34e39a18/Eric-Curbelo
2024,Las Palmas,La Liga,Aarón Escandell,ESP,GK,27,1995,2,1,153,1.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/67669ce7/Aaron-Escandell
2024,Las Palmas,La Liga,Fabio González,ESP,MF,26,1997,6,1,123,1.4,0,0,0,0,0,0,1,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/5418d47c/Fabio-Gonzalez
2024,Las Palmas,La Liga,Iñaki González,ESP,MF,19,2004,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/63787ec5/Inaki-Gonzalez
2024,Las Palmas,La Liga,Munir El Haddadi,MAR,FW,27,1995,38,32,2449,27.2,3,2,5,3,0,1,3,0,4.3,3.5,1.9,5.5,26,78,167,0.11,0.07,0.18,0.11,0.18,0.16,0.07,0.23,0.13,0.2,https://fbref.com/en/players/8696bc90/Munir-El-Haddadi
2024,Las Palmas,La Liga,Cristian Herrera,ESP,"FW,MF",32,1991,8,1,166,1.8,1,0,1,1,0,0,1,0,0.9,0.9,0,0.9,2,8,16,0.54,0,0.54,0.54,0.54,0.48,0.02,0.5,0.48,0.5,https://fbref.com/en/players/f814e5d3/Cristian-Herrera
2024,Las Palmas,La Liga,Juan Herzog,ESP,DF,20,2003,4,3,292,3.2,2,0,2,2,0,0,1,0,0.7,0.7,0,0.7,0,3,0,0.62,0,0.62,0.62,0.62,0.21,0,0.21,0.21,0.21,https://fbref.com/en/players/3a18abe2/Juan-Herzog
2024,Las Palmas,La Liga,Sory Kaba,GUI,FW,28,1995,17,9,720,8,1,1,2,1,0,0,2,0,1.5,1.5,0.3,1.8,7,12,36,0.12,0.12,0.25,0.12,0.25,0.18,0.04,0.23,0.18,0.23,https://fbref.com/en/players/d29202c2/Sory-Kaba
2024,Las Palmas,La Liga,Álvaro Lemos,ESP,DF,30,1993,4,3,251,2.8,0,0,0,0,0,0,1,0,0,0,0,0,6,17,8,0,0,0,0,0,0.01,0,0.01,0.01,0.01,https://fbref.com/en/players/31d45cc8/Alvaro-Lemos
2024,Las Palmas,La Liga,Enzo Loiodice,FRA,MF,22,2000,34,19,1790,19.9,0,1,1,0,0,0,2,0,0.5,0.5,1.3,1.9,27,97,72,0,0.05,0.05,0,0.05,0.03,0.07,0.09,0.03,0.09,https://fbref.com/en/players/6bca20fe/Enzo-Loiodice
2024,Las Palmas,La Liga,Mika Màrmol,ESP,DF,21,2002,36,36,3178,35.3,0,1,1,0,0,0,6,1,0.2,0.2,1,1.1,36,142,13,0,0.03,0.03,0,0.03,0,0.03,0.03,0,0.03,https://fbref.com/en/players/e7630876/Mika-Marmol
2024,Las Palmas,La Liga,Marvin,ESP,"FW,DF",23,2000,31,17,1855,20.6,0,2,2,0,0,0,5,0,0.9,0.9,2.5,3.5,60,36,177,0,0.1,0.1,0,0.1,0.05,0.12,0.17,0.05,0.17,https://fbref.com/en/players/efaefda0/Marvin
2024,Las Palmas,La Liga,Omenuke Mfulu,COD,"MF,FW",29,1994,5,1,82,0.9,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/bdc14559/Omenuke-Mfulu
2024,Las Palmas,La Liga,Alberto Moleiro,ESP,"FW,MF",19,2003,28,21,1803,20,3,3,6,3,0,0,1,0,2,2,2.7,4.6,86,87,184,0.15,0.15,0.3,0.15,0.3,0.1,0.13,0.23,0.1,0.23,https://fbref.com/en/players/c2c8897d/Alberto-Moleiro
2024,Las Palmas,La Liga,Javier Muñoz,ESP,MF,28,1995,37,30,2640,29.3,2,3,5,2,0,0,6,0,2.5,2.5,1.4,4,33,122,126,0.07,0.1,0.17,0.07,0.17,0.09,0.05,0.14,0.09,0.14,https://fbref.com/en/players/ec7c84c2/Javier-Munoz
2024,Las Palmas,La Liga,Pejiño,ESP,FW,27,1996,17,6,504,5.6,2,0,2,2,0,0,1,0,1.3,1.3,0.6,1.9,17,20,66,0.36,0,0.36,0.36,0.36,0.23,0.11,0.34,0.23,0.34,https://fbref.com/en/players/8c4e56cb/Pejino
2024,Las Palmas,La Liga,Máximo Perrone,ARG,MF,20,2003,29,20,1623,18,0,0,0,0,0,0,6,0,0.2,0.2,0.5,0.8,12,78,22,0,0,0,0,0,0.01,0.03,0.04,0.01,0.04,https://fbref.com/en/players/53552942/Maximo-Perrone
2024,Las Palmas,La Liga,Benito Ramírez,ESP,"FW,MF",28,1995,20,2,384,4.3,1,1,2,1,0,0,0,0,0.4,0.4,0.5,0.9,13,5,46,0.23,0.23,0.47,0.23,0.47,0.09,0.13,0.22,0.09,0.22,https://fbref.com/en/players/db714daf/Benito-Ramirez
2024,Las Palmas,La Liga,Sandro Ramírez,ESP,FW,28,1995,27,21,1808,20.1,1,3,4,1,0,1,3,0,3.7,3,2.6,5.6,61,54,209,0.05,0.15,0.2,0.05,0.2,0.19,0.13,0.32,0.15,0.28,https://fbref.com/en/players/833fb62e/Sandro-Ramirez
2024,Las Palmas,La Liga,Kirian Rodríguez,ESP,MF,27,1996,37,36,3211,35.7,6,2,8,6,0,0,8,0,2.1,2.1,1.6,3.7,46,296,78,0.17,0.06,0.22,0.17,0.22,0.06,0.05,0.1,0.06,0.1,https://fbref.com/en/players/9b130479/Kirian-Rodriguez
2024,Las Palmas,La Liga,Daley Sinkgraven,NED,DF,28,1995,10,6,374,4.2,0,0,0,0,0,0,0,1,0,0,0,0,3,17,8,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/73000a79/Daley-Sinkgraven
2024,Las Palmas,La Liga,Álex Suárez,ESP,DF,30,1993,32,30,2562,28.5,2,0,2,2,0,0,7,0,1.2,1.2,0.2,1.4,12,109,15,0.07,0,0.07,0.07,0.07,0.04,0.01,0.05,0.04,0.05,https://fbref.com/en/players/9c137b36/Alex-Suarez
2024,Las Palmas,La Liga,Álvaro Vallés,ESP,GK,26,1997,37,37,3263,36.3,0,0,0,0,0,0,2,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/0166a73e/Alvaro-Valles
2024,Las Palmas,La Liga,Jonathan Viera,ESP,"MF,FW",33,1989,9,7,617,6.9,2,1,3,0,2,2,1,0,2.3,0.7,1,1.7,26,65,37,0.29,0.15,0.44,0,0.15,0.33,0.14,0.47,0.1,0.24,https://fbref.com/en/players/efa708aa/Jonathan-Viera
2024,Mallorca,La Liga,Amath,SEN,"FW,MF",27,1996,15,3,394,4.4,0,0,0,0,0,0,2,0,1.6,1.6,0.4,1.9,19,13,30,0,0,0,0,0,0.35,0.09,0.44,0.35,0.44,https://fbref.com/en/players/f3b1d9a2/Amath
2024,Mallorca,La Liga,Copete,ESP,DF,23,1999,19,17,1333,14.8,1,1,2,1,0,0,7,0,0.5,0.5,0.8,1.3,3,52,2,0.07,0.07,0.14,0.07,0.14,0.04,0.05,0.09,0.04,0.09,https://fbref.com/en/players/0f26ffd7/Copete
2024,Mallorca,La Liga,Jaume Costa,ESP,DF,35,1988,30,19,1682,18.7,0,1,1,0,0,0,7,0,0.3,0.3,1.2,1.5,34,50,104,0,0.05,0.05,0,0.05,0.02,0.06,0.08,0.02,0.08,https://fbref.com/en/players/808d48f3/Jaume-Costa
2024,Mallorca,La Liga,Samu Costa,POR,MF,22,2000,34,26,2303,25.6,1,1,2,1,0,0,8,0,1.1,1.1,0.5,1.6,16,93,32,0.04,0.04,0.08,0.04,0.08,0.04,0.02,0.06,0.04,0.06,https://fbref.com/en/players/76c2a023/Samu-Costa
2024,Mallorca,La Liga,Iván Cuéllar,ESP,GK,39,1984,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/75751c99/Ivan-Cuellar
2024,Mallorca,La Liga,Sergi Darder,ESP,MF,29,1993,36,21,2157,24,2,5,7,2,0,0,4,0,2.2,2.2,6.4,8.6,56,132,75,0.08,0.21,0.29,0.08,0.29,0.09,0.27,0.36,0.09,0.36,https://fbref.com/en/players/070a3904/Sergi-Darder
2024,Mallorca,La Liga,Giovanni González,URU,DF,28,1994,34,27,2464,27.4,1,1,2,1,0,0,6,0,0.5,0.5,1.4,1.8,28,91,95,0.04,0.04,0.07,0.04,0.07,0.02,0.05,0.07,0.02,0.07,https://fbref.com/en/players/1fc474ae/Giovanni-Gonzalez
2024,Mallorca,La Liga,Dominik Greif,SVK,GK,26,1997,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/30061f53/Dominik-Greif
2024,Mallorca,La Liga,Cyle Larin,CAN,FW,28,1995,35,20,1823,20.3,3,2,5,3,0,0,8,0,9,9,1.4,10.4,20,13,103,0.15,0.1,0.25,0.15,0.25,0.45,0.07,0.52,0.45,0.52,https://fbref.com/en/players/e7af9060/Cyle-Larin
2024,Mallorca,La Liga,Toni Lato,ESP,DF,25,1997,28,16,1544,17.2,0,1,1,0,0,0,3,0,0.2,0.2,1.3,1.6,30,39,110,0,0.06,0.06,0,0.06,0.01,0.08,0.09,0.01,0.09,https://fbref.com/en/players/8e088e04/Toni-Lato
2024,Mallorca,La Liga,Javier Llabrés,ESP,"MF,FW",20,2002,16,1,247,2.7,1,0,1,1,0,0,1,0,0.7,0.7,0.3,1,9,5,30,0.36,0,0.36,0.36,0.36,0.25,0.11,0.37,0.25,0.37,https://fbref.com/en/players/38b0cf42/Javier-Llabres
2024,Mallorca,La Liga,Pablo Maffeo,ESP,DF,26,1997,22,17,1454,16.2,1,2,3,1,0,0,3,1,0.8,0.8,0.9,1.7,38,41,68,0.06,0.12,0.19,0.06,0.19,0.05,0.05,0.1,0.05,0.1,https://fbref.com/en/players/5db04597/Pablo-Maffeo
2024,Mallorca,La Liga,Omar Mascarell,EQG,MF,30,1993,29,18,1571,17.5,0,0,0,0,0,0,8,1,0.4,0.4,0,0.4,12,67,11,0,0,0,0,0,0.02,0,0.02,0.02,0.02,https://fbref.com/en/players/11fd2b75/Omar-Mascarell
2024,Mallorca,La Liga,Manu Morlanes,ESP,MF,24,1999,35,16,1615,17.9,0,2,2,0,0,0,2,0,1,1,2,3,29,104,31,0,0.11,0.11,0,0.11,0.06,0.11,0.17,0.06,0.17,https://fbref.com/en/players/a0255c67/Manu-Morlanes
2024,Mallorca,La Liga,Vedat Muriqi,KVX,FW,29,1994,29,25,2327,25.9,7,2,9,6,1,3,5,0,10.4,8,2.6,10.6,20,40,134,0.27,0.08,0.35,0.23,0.31,0.4,0.1,0.5,0.31,0.41,https://fbref.com/en/players/0cadc46d/Vedat-Muriqi
2024,Mallorca,La Liga,Matija Nastasić,SRB,DF,30,1993,26,25,2258,25.1,2,0,2,2,0,0,8,0,1,1,0.6,1.6,11,64,4,0.08,0,0.08,0.08,0.08,0.04,0.02,0.06,0.04,0.06,https://fbref.com/en/players/f35430a4/Matija-Nastasic
2024,Mallorca,La Liga,Abdón Prats,ESP,"FW,MF",30,1992,34,11,1270,14.1,6,1,7,6,0,0,4,0,3.2,3.2,2.4,5.6,9,26,49,0.43,0.07,0.5,0.43,0.5,0.23,0.17,0.4,0.23,0.4,https://fbref.com/en/players/d1b060e2/Abdon-Prats
2024,Mallorca,La Liga,Nemanja Radonjić,SRB,"MF,DF",27,1996,11,4,353,3.9,0,0,0,0,0,0,0,0,1.6,1.6,0.6,2.2,23,12,43,0,0,0,0,0,0.4,0.16,0.55,0.4,0.55,https://fbref.com/en/players/0630eb63/Nemanja-Radonjic
2024,Mallorca,La Liga,Antonio Raillo,ESP,DF,31,1991,26,25,2195,24.4,3,2,5,3,0,0,6,1,1.4,1.4,2,3.4,24,80,4,0.12,0.08,0.21,0.12,0.21,0.06,0.08,0.14,0.06,0.14,https://fbref.com/en/players/b857bd29/Antonio-Raillo
2024,Mallorca,La Liga,Predrag Rajković,SRB,GK,27,1995,36,36,3240,36,0,0,0,0,0,0,2,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01,https://fbref.com/en/players/58ad9383/Predrag-Rajkovic
2024,Mallorca,La Liga,Dani Rodríguez,ESP,MF,35,1988,36,31,2615,29.1,2,4,6,2,0,0,9,0,1.4,1.4,4.1,5.5,54,118,110,0.07,0.14,0.21,0.07,0.21,0.05,0.14,0.19,0.05,0.19,https://fbref.com/en/players/70f8e0bd/Dani-Rodriguez
2024,Mallorca,La Liga,Antonio Sánchez,ESP,MF,26,1997,29,21,1452,16.1,3,1,4,3,0,0,3,0,2.5,2.5,0.8,3.3,35,57,61,0.19,0.06,0.25,0.19,0.25,0.16,0.05,0.21,0.16,0.21,https://fbref.com/en/players/a254bbe0/Antonio-Sanchez
2024,Mallorca,La Liga,Martin Valjent,SVK,DF,27,1995,28,28,2349,26.1,0,1,1,0,0,0,5,0,0.3,0.3,0.9,1.2,22,61,27,0,0.04,0.04,0,0.04,0.01,0.03,0.05,0.01,0.05,https://fbref.com/en/players/f2c6ac01/Martin-Valjent
2024,Mallorca,La Liga,Siebe Van Der Heyden,BEL,DF,25,1998,6,4,286,3.2,0,0,0,0,0,0,2,1,0.2,0.2,0,0.2,1,1,1,0,0,0,0,0,0.05,0,0.05,0.05,0.05,https://fbref.com/en/players/cf9bdd43/Siebe-Van-Der-Heyden
2024,Mallorca,La Liga,Nacho Vidal,ESP,DF,28,1995,8,5,416,4.6,0,0,0,0,0,0,2,0,1,1,0.2,1.2,5,15,31,0,0,0,0,0,0.23,0.04,0.26,0.23,0.26,https://fbref.com/en/players/3a9c4b7b/Nacho-Vidal
2024,Osasuna,La Liga,Jesús Areso,ESP,DF,24,1999,37,29,2660,29.6,1,6,7,1,0,0,3,0,0.2,0.2,3.6,3.8,78,106,180,0.03,0.2,0.24,0.03,0.24,0.01,0.12,0.13,0.01,0.13,https://fbref.com/en/players/94e01ec6/Jesus-Areso
2024,Osasuna,La Liga,Iñigo Arguibide,ESP,DF,18,2005,1,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/d80d7f17/Inigo-Arguibide
2024,Osasuna,La Liga,José Arnaiz,ESP,"FW,MF",28,1995,26,9,929,10.3,2,1,3,2,0,0,3,0,1.7,1.7,1.8,3.5,23,11,85,0.19,0.1,0.29,0.19,0.29,0.17,0.17,0.34,0.17,0.34,https://fbref.com/en/players/46e07328/Jose-Arnaiz
2024,Osasuna,La Liga,Ezequiel Ávila,ARG,"FW,MF",29,1994,17,10,864,9.6,1,3,4,1,0,0,3,2,2,2,2.3,4.3,14,39,75,0.1,0.31,0.42,0.1,0.42,0.21,0.24,0.45,0.21,0.45,https://fbref.com/en/players/253a06b9/Ezequiel-Avila
2024,Osasuna,La Liga,Kike Barja,ESP,"FW,MF",26,1997,16,3,303,3.4,0,0,0,0,0,0,3,0,0.2,0.2,0.5,0.7,17,8,41,0,0,0,0,0,0.07,0.14,0.2,0.07,0.2,https://fbref.com/en/players/aad53e64/Kike-Barja
2024,Osasuna,La Liga,Darko Brašanac,SRB,MF,31,1992,2,0,48,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0.07,0.07,0,0.07,https://fbref.com/en/players/4accb7e0/Darko-Brasanac
2024,Osasuna,La Liga,Ante Budimir,CRO,FW,32,1991,33,29,2435,27.1,17,2,19,14,3,4,4,0,14.2,11.1,1.8,12.9,21,42,99,0.63,0.07,0.7,0.52,0.59,0.53,0.07,0.59,0.41,0.48,https://fbref.com/en/players/8f3565b3/Ante-Budimir
2024,Osasuna,La Liga,Catena,ESP,DF,28,1994,30,28,2534,28.2,1,3,4,1,0,0,8,1,1.3,1.3,1,2.4,5,77,1,0.04,0.11,0.14,0.04,0.14,0.05,0.04,0.08,0.05,0.08,https://fbref.com/en/players/274ab13c/Catena
2024,Osasuna,La Liga,Juan Cruz Armada,ESP,DF,31,1992,26,18,1667,18.5,0,1,1,0,0,0,3,0,0,0,0.4,0.4,16,77,29,0,0.05,0.05,0,0.05,0,0.02,0.02,0,0.02,https://fbref.com/en/players/a56da3ba/Juan-Cruz-Armada
2024,Osasuna,La Liga,Aitor Fernández,ESP,GK,32,1991,7,6,551,6.1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/a01c3d54/Aitor-Fernandez
2024,Osasuna,La Liga,David García,ESP,DF,29,1994,27,27,2334,25.9,0,1,1,0,0,0,5,0,1,1,1.3,2.2,21,133,4,0,0.04,0.04,0,0.04,0.04,0.05,0.09,0.04,0.09,https://fbref.com/en/players/3e42f707/David-Garcia
2024,Osasuna,La Liga,Rubén García,ESP,"FW,MF",30,1993,30,19,1547,17.2,3,2,5,3,0,0,1,0,2.3,2.3,3.3,5.6,16,59,117,0.17,0.12,0.29,0.17,0.29,0.13,0.19,0.33,0.13,0.33,https://fbref.com/en/players/5c96b017/Ruben-Garcia
2024,Osasuna,La Liga,Unai García,ESP,DF,31,1992,9,6,560,6.2,1,0,1,1,0,0,6,1,0.1,0.1,0,0.1,2,12,1,0.16,0,0.16,0.16,0.16,0.02,0,0.02,0.02,0.02,https://fbref.com/en/players/4a633cfe/Unai-Garcia
2024,Osasuna,La Liga,Moi Gómez,ESP,"MF,FW",29,1994,28,23,2006,22.3,3,0,3,3,0,0,3,0,1.7,1.7,0.9,2.6,36,127,69,0.13,0,0.13,0.13,0.13,0.08,0.04,0.12,0.08,0.12,https://fbref.com/en/players/5a626448/Moi-Gomez
2024,Osasuna,La Liga,Jorge Herrando,ESP,DF,22,2001,19,18,1644,18.3,0,1,1,0,0,0,4,0,0.4,0.4,0.2,0.6,3,35,1,0,0.05,0.05,0,0.05,0.02,0.01,0.03,0.02,0.03,https://fbref.com/en/players/e19c989c/Jorge-Herrando
2024,Osasuna,La Liga,Sergio Herrera,ESP,GK,30,1993,32,32,2869,31.9,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/a4995f48/Sergio-Herrera
2024,Osasuna,La Liga,Xabier Huarte Armendáriz,ESP,MF,22,2001,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/e83e8928/Xabier-Huarte-Armendariz
2024,Osasuna,La Liga,Pablo Ibáñez,ESP,MF,24,1998,33,12,1152,12.8,1,2,3,1,0,0,5,0,2.3,2.3,1.2,3.5,26,67,54,0.08,0.16,0.23,0.08,0.23,0.18,0.09,0.27,0.18,0.27,https://fbref.com/en/players/3701906c/Pablo-Ibanez
2024,Osasuna,La Liga,Johan Mojica,COL,DF,30,1992,30,22,2041,22.7,0,3,3,0,0,0,1,0,1,1,2.6,3.6,57,82,117,0,0.13,0.13,0,0.13,0.04,0.11,0.16,0.04,0.16,https://fbref.com/en/players/608f2092/Johan-Mojica
2024,Osasuna,La Liga,Jon Moncayola,ESP,MF,25,1998,33,21,1800,20,1,3,4,1,0,0,2,1,0.6,0.6,2.3,2.9,14,99,46,0.05,0.15,0.2,0.05,0.2,0.03,0.11,0.14,0.03,0.14,https://fbref.com/en/players/9939e168/Jon-Moncayola
2024,Osasuna,La Liga,Jorge Moreno,ESP,DF,22,2001,1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/1f875ef8/Jorge-Moreno
2024,Osasuna,La Liga,Iker Muñoz,ESP,MF,20,2002,28,20,1854,20.6,4,0,4,4,0,0,5,0,1.1,1.1,0.2,1.2,17,80,23,0.19,0,0.19,0.19,0.19,0.05,0.01,0.06,0.05,0.06,https://fbref.com/en/players/175ece4c/Iker-Munoz
2024,Osasuna,La Liga,Aimar Oroz,ESP,MF,21,2001,33,26,2339,26,2,1,3,1,1,1,3,0,3.5,2.8,1.6,4.4,52,103,126,0.08,0.04,0.12,0.04,0.08,0.14,0.06,0.2,0.11,0.17,https://fbref.com/en/players/7c363088/Aimar-Oroz
2024,Osasuna,La Liga,Asier Osambela,ESP,MF,19,2004,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/e87c44a9/Asier-Osambela
