Season_End_Year,Squad,Comp,Player,Nation,Pos,Age,Born,Mins_Per_90,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Att_Take,Succ_Take,Succ_percent_Take,Tkld_Take,Tkld_percent_Take,Carries_Carries,TotDist_Carries,PrgDist_Carries,PrgC_Carries,Final_Third_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Rec_Receiving,PrgR_Receiving,Url
2024,Girona,La Liga,Viktor Tsyhankov,UKR,"MF,FW",25,1997,22.8,1162,29,161,443,567,104,1162,53,22,41.5,24,45.3,764,4554,2078,65,50,31,45,35,897,226,https://fbref.com/en/players/f7e87032/Viktor-Tsyhankov
2024,Girona,La Liga,Toni Villa,ESP,FW,28,1995,0.1,12,0,0,5,8,1,12,1,0,0,1,100,8,62,36,1,0,1,1,0,7,3,https://fbref.com/en/players/636eae97/Toni-Villa
2024,Girona,La Liga,Antal Yaakobishvili,HUN,DF,19,2004,0.7,50,8,31,18,1,1,50,0,0,NA,0,NA,26,148,54,0,0,0,0,1,39,0,https://fbref.com/en/players/cd59a7e6/Antal-Yaakobishvili
2024,Granada,La Liga,Miguel Ángel Rubio,ESP,DF,25,1998,17.3,975,128,567,381,30,17,975,7,5,71.4,1,14.3,491,2583,1586,7,5,0,10,2,559,1,https://fbref.com/en/players/56cafd0a/Miguel-Angel-Rubio
2024,Granada,La Liga,Matias Arezo,URU,FW,20,2002,4.1,126,5,14,70,45,11,126,1,1,100,0,0,56,312,182,6,3,4,6,4,78,17,https://fbref.com/en/players/484ebdb0/Matias-Arezo
2024,Granada,La Liga,Augusto Batalla,ARG,GK,27,1996,17,734,581,719,14,2,2,734,3,3,100,0,0,408,2194,1348,0,0,0,1,0,301,1,https://fbref.com/en/players/fc627681/Augusto-Batalla
2024,Granada,La Liga,Adri Bosch,ESP,DF,22,2001,0.3,17,2,10,8,0,0,17,0,0,NA,0,NA,8,86,43,1,0,0,0,0,9,1,https://fbref.com/en/players/cb1e5807/Adri-Bosch
2024,Granada,La Liga,Lucas Boyé,ARG,FW,27,1996,28.2,1132,56,133,560,454,119,1132,130,53,40.8,75,57.7,634,3083,1036,36,42,16,114,86,747,131,https://fbref.com/en/players/d49f3e6b/Lucas-Boye
2024,Granada,La Liga,Brau,ESP,DF,21,2001,0.3,14,2,4,4,6,1,14,1,1,100,0,0,8,66,45,2,2,0,1,0,9,0,https://fbref.com/en/players/3e707ad4/Brau
2024,Granada,La Liga,José Callejón,ESP,"MF,FW",36,1987,8.9,446,19,101,199,150,20,446,9,3,33.3,4,44.4,235,1030,426,10,10,1,10,6,284,50,https://fbref.com/en/players/78841da9/Jose-Callejon
2024,Granada,La Liga,Álvaro Carreras,ESP,"MF,FW",20,2003,5.3,296,12,83,124,96,11,296,14,7,50,5,35.7,176,1156,583,13,14,1,15,9,182,31,https://fbref.com/en/players/33a68b9b/Alvaro-Carreras
2024,Granada,La Liga,Theo Corbeanu,CAN,"MF,FW",21,2002,2,93,2,17,41,39,4,93,8,2,25,6,75,53,359,144,5,4,0,3,1,55,13,https://fbref.com/en/players/25b82f9a/Theo-Corbeanu
2024,Granada,La Liga,Víctor Díaz,ESP,"DF,MF",35,1988,1.8,93,8,57,35,2,1,93,1,1,100,0,0,39,148,85,0,0,0,2,0,48,0,https://fbref.com/en/players/3624ce4c/Victor-Diaz
2024,Granada,La Liga,Famara Diedhiou,SEN,"FW,MF",30,1992,1,68,5,7,20,41,10,68,5,4,80,1,20,40,241,99,5,3,2,12,2,53,19,https://fbref.com/en/players/e447352c/Famara-Diedhiou
2024,Granada,La Liga,Raúl Fernández,ESP,GK,35,1988,3.1,115,90,115,0,0,0,115,0,0,NA,0,NA,58,357,205,0,0,0,0,0,47,0,https://fbref.com/en/players/6fb59070/Raul-Fernandez
2024,Granada,La Liga,André Ferreira,POR,GK,27,1996,14.9,542,473,541,1,0,0,542,0,0,NA,0,NA,271,1478,829,0,0,0,2,1,192,0,https://fbref.com/en/players/12c6cbef/Andre-Ferreira
2024,Granada,La Liga,Gerard Gumbau,ESP,MF,28,1994,29.7,1745,44,396,1016,351,13,1745,18,10,55.6,5,27.8,878,3456,1609,20,13,2,18,15,1100,29,https://fbref.com/en/players/ac454a4f/Gerard-Gumbau
2024,Granada,La Liga,Martin Hongla,CMR,"MF,DF",25,1998,6.2,327,18,113,191,27,1,327,3,0,0,3,100,197,898,397,3,3,0,8,0,214,5,https://fbref.com/en/players/b85bf253/Martin-Hongla
2024,Granada,La Liga,Kamil Jóźwiak,POL,MF,25,1998,6.3,238,10,42,108,93,14,238,16,8,50,6,37.5,141,988,516,15,10,2,15,10,162,31,https://fbref.com/en/players/bd4e3824/Kamil-Jozwiak
2024,Granada,La Liga,Wilson Manafá,POR,"DF,MF",29,1994,2.7,165,4,66,68,33,0,165,9,6,66.7,3,33.3,87,481,241,5,3,0,5,2,84,6,https://fbref.com/en/players/e27fdbca/Wilson-Manafa
2024,Granada,La Liga,Faitout Maouassa,FRA,"DF,MF",25,1998,2.5,126,6,35,41,53,5,126,4,1,25,2,50,58,341,190,8,5,2,6,1,63,15,https://fbref.com/en/players/e54a9890/Faitout-Maouassa
2024,Granada,La Liga,Marc Martínez,ESP,GK,33,1990,3,112,90,107,5,0,0,112,0,0,NA,0,NA,55,263,176,0,0,0,0,0,38,0,https://fbref.com/en/players/3496ff67/Marc-Martinez
2024,Granada,La Liga,Óscar Melendo,ESP,"MF,FW",25,1997,12.5,506,6,65,332,118,11,506,23,11,47.8,8,34.8,347,1941,794,21,19,0,22,9,383,33,https://fbref.com/en/players/379652be/Oscar-Melendo
2024,Granada,La Liga,Bruno Méndez,URU,DF,23,1999,14.8,797,67,341,376,88,13,797,7,6,85.7,1,14.3,351,1434,767,8,4,0,9,4,394,14,https://fbref.com/en/players/66017b9d/Bruno-Mendez
2024,Granada,La Liga,Ignasi Miquel,ESP,DF,30,1992,33.2,1889,262,1133,703,67,37,1889,16,8,50,7,43.8,1027,4460,2198,8,6,1,21,4,1146,8,https://fbref.com/en/players/174f09a6/Ignasi-Miquel
2024,Granada,La Liga,Carlos Neva,ESP,DF,27,1996,35,2001,112,795,912,310,9,2001,19,7,36.8,10,52.6,915,3728,1984,43,29,0,31,12,1022,98,https://fbref.com/en/players/8d47bb39/Carlos-Neva
2024,Granada,La Liga,Samu Omorodion,ESP,FW,19,2004,0.9,24,0,0,14,10,5,24,0,0,NA,0,NA,14,50,7,0,0,0,2,0,17,3,https://fbref.com/en/players/dc44b03c/Samu-Omorodion
2024,Granada,La Liga,Facundo Pellistri,URU,"MF,FW",21,2001,13.7,460,9,66,150,260,50,460,28,12,42.9,14,50,271,2127,1015,33,14,13,42,20,281,96,https://fbref.com/en/players/ac7e7b1c/Facundo-Pellistri
2024,Granada,La Liga,Alberto Perea,ESP,"MF,FW",32,1990,0,8,0,1,3,4,0,8,1,0,0,0,0,7,24,10,0,0,0,0,0,6,1,https://fbref.com/en/players/5496cc91/Alberto-Perea
2024,Granada,La Liga,Njegoš Petrović,SRB,"MF,FW",24,1999,1.7,108,6,20,59,31,1,108,5,3,60,2,40,67,340,163,3,1,0,5,0,69,3,https://fbref.com/en/players/0cb29e91/Njegos-Petrovic
2024,Granada,La Liga,Kamil Piątkowski,POL,DF,23,2000,5.6,301,43,185,102,15,5,301,1,1,100,0,0,181,766,406,2,1,0,7,1,191,0,https://fbref.com/en/players/2cf496fb/Kamil-Piatkowski
2024,Granada,La Liga,Antonio Puertas,ESP,"MF,FW",31,1992,8.1,321,3,43,137,148,33,319,31,15,48.4,15,48.4,210,1179,476,18,18,7,24,11,218,46,https://fbref.com/en/players/c77a8043/Antonio-Puertas
2024,Granada,La Liga,Sergio Rodelas,ESP,"FW,DF",18,2004,1.4,53,0,10,19,24,6,53,6,2,33.3,3,50,25,201,74,3,3,1,8,1,28,5,https://fbref.com/en/players/2c9e6bc3/Sergio-Rodelas
2024,Granada,La Liga,Sergio Ruiz,ESP,MF,28,1994,27.7,1578,81,486,927,199,26,1578,54,23,42.6,17,31.5,931,5100,2665,34,24,6,37,15,1046,23,https://fbref.com/en/players/1f423a54/Sergio-Ruiz
2024,Granada,La Liga,Pablo Saenz,ESP,MF,22,2001,0.2,8,1,3,2,3,1,8,0,0,NA,0,NA,3,12,11,0,0,0,0,0,2,0,https://fbref.com/en/players/2f9ef1a8/Pablo-Saenz
2024,Granada,La Liga,Ricard Sánchez,ESP,DF,23,2000,25.5,1338,78,395,534,417,39,1338,34,19,55.9,13,38.2,641,3601,1929,49,35,4,37,15,703,103,https://fbref.com/en/players/fce521d7/Ricard-Sanchez
2024,Granada,La Liga,Alberto Soro,ESP,MF,24,1999,0.1,5,0,0,1,4,1,5,0,0,NA,0,NA,3,9,0,0,0,0,1,0,4,0,https://fbref.com/en/players/452c3055/Alberto-Soro
2024,Granada,La Liga,Raúl Torrente,ESP,DF,21,2001,13.9,915,121,580,321,15,9,915,1,0,0,1,100,534,2789,1422,4,1,1,1,1,595,2,https://fbref.com/en/players/4d753a3f/Raul-Torrente
2024,Granada,La Liga,Myrto Uzuni,ALB,FW,28,1995,27.2,518,14,64,219,244,91,513,27,13,48.1,13,48.1,295,1496,592,21,13,10,46,34,316,90,https://fbref.com/en/players/01da7812/Myrto-Uzuni
2024,Granada,La Liga,Jesús Vallejo,ESP,DF,26,1997,1.2,98,7,44,51,3,0,98,1,1,100,0,0,54,257,157,1,0,0,2,0,71,0,https://fbref.com/en/players/c2111b45/Jesus-Vallejo
2024,Granada,La Liga,Gonzalo Villar,ESP,MF,25,1998,20,1152,46,294,674,215,24,1152,44,23,52.3,15,34.1,704,3776,1965,27,32,2,22,28,778,27,https://fbref.com/en/players/bdc74a8f/Gonzalo-Villar
2024,Granada,La Liga,Shon Weissman,ISR,FW,27,1996,0.9,28,1,1,13,14,3,28,2,1,50,1,50,14,70,45,1,1,0,2,0,14,1,https://fbref.com/en/players/379dc075/Shon-Weissman
2024,Granada,La Liga,Bryan Zaragoza,ESP,"MF,FW",22,2001,18.2,680,1,67,242,386,74,679,129,53,41.1,65,50.4,482,4318,2393,100,61,37,53,11,501,127,https://fbref.com/en/players/a96103b2/Bryan-Zaragoza
2024,Las Palmas,La Liga,Julian Araujo,MEX,DF,21,2001,16.2,1012,78,306,535,178,14,1012,20,12,60,6,30,489,1908,926,23,16,3,29,2,557,47,https://fbref.com/en/players/8f4541c2/Julian-Araujo
2024,Las Palmas,La Liga,José Campaña,ESP,MF,30,1993,1.9,180,10,54,104,23,0,180,3,1,33.3,2,66.7,117,556,184,1,1,0,4,2,132,4,https://fbref.com/en/players/61220da2/Jose-Campana
2024,Las Palmas,La Liga,Marc Cardona,ESP,FW,28,1995,8.2,333,7,33,161,146,46,332,34,14,41.2,19,55.9,215,983,388,10,4,4,24,15,255,74,https://fbref.com/en/players/b92b456a/Marc-Cardona
2024,Las Palmas,La Liga,Sergi Cardona,ESP,DF,24,1999,31.3,2586,144,840,1175,586,67,2586,37,17,45.9,16,43.2,1199,5768,3162,60,49,6,47,22,1498,165,https://fbref.com/en/players/74e90475/Sergi-Cardona
2024,Las Palmas,La Liga,Saúl Coco,EQG,DF,24,1999,25.5,1700,193,873,800,30,11,1700,10,3,30,3,30,1005,4456,2391,9,6,0,10,9,1132,1,https://fbref.com/en/players/d0ee1652/Saul-Coco
2024,Las Palmas,La Liga,Eric Curbelo,ESP,"DF,MF",29,1994,1.1,76,15,51,24,1,0,76,0,0,NA,0,NA,39,118,53,0,0,0,3,0,40,0,https://fbref.com/en/players/34e39a18/Eric-Curbelo
2024,Las Palmas,La Liga,Aarón Escandell,ESP,GK,27,1995,1.7,88,69,87,1,0,0,88,0,0,NA,0,NA,42,156,108,0,0,0,0,0,44,0,https://fbref.com/en/players/67669ce7/Aaron-Escandell
2024,Las Palmas,La Liga,Fabio González,ESP,MF,26,1997,1.4,133,1,26,88,19,0,133,1,1,100,0,0,89,282,91,0,2,0,0,2,108,2,https://fbref.com/en/players/5418d47c/Fabio-Gonzalez
2024,Las Palmas,La Liga,Iñaki González,ESP,MF,19,2004,0.1,7,1,3,3,1,0,7,0,0,NA,0,NA,2,7,4,0,0,0,0,0,4,0,https://fbref.com/en/players/63787ec5/Inaki-Gonzalez
2024,Las Palmas,La Liga,Munir El Haddadi,MAR,FW,27,1995,27.2,1043,14,108,516,430,70,1042,61,21,34.4,35,57.4,671,3237,1220,26,30,8,55,48,792,167,https://fbref.com/en/players/8696bc90/Munir-El-Haddadi
2024,Las Palmas,La Liga,Cristian Herrera,ESP,"FW,MF",32,1991,1.8,117,2,16,59,42,4,117,2,1,50,1,50,77,300,138,2,3,0,8,2,93,16,https://fbref.com/en/players/f814e5d3/Cristian-Herrera
2024,Las Palmas,La Liga,Juan Herzog,ESP,DF,20,2003,3.2,257,30,161,93,3,3,257,1,1,100,0,0,132,383,144,0,0,0,1,0,182,0,https://fbref.com/en/players/3a18abe2/Juan-Herzog
2024,Las Palmas,La Liga,Sory Kaba,GUI,FW,28,1995,8,272,8,19,139,119,33,272,22,11,50,11,50,163,608,211,7,7,3,48,14,219,36,https://fbref.com/en/players/d29202c2/Sory-Kaba
2024,Las Palmas,La Liga,Álvaro Lemos,ESP,DF,30,1993,2.8,207,8,35,133,42,0,207,2,0,0,2,100,118,536,241,6,7,0,4,0,127,8,https://fbref.com/en/players/31d45cc8/Alvaro-Lemos
2024,Las Palmas,La Liga,Enzo Loiodice,FRA,MF,22,2000,19.9,1362,34,238,799,337,26,1362,53,28,52.8,21,39.6,756,3333,1451,27,27,4,41,42,997,72,https://fbref.com/en/players/6bca20fe/Enzo-Loiodice
2024,Las Palmas,La Liga,Mika Màrmol,ESP,DF,21,2002,35.3,2956,395,1553,1302,109,12,2956,33,17,51.5,14,42.4,1673,7990,5096,36,26,1,16,10,1987,13,https://fbref.com/en/players/e7630876/Mika-Marmol
2024,Las Palmas,La Liga,Marvin,ESP,"FW,DF",23,2000,20.6,1011,26,174,416,433,50,1011,47,19,40.4,21,44.7,574,3530,1535,60,40,13,52,23,662,177,https://fbref.com/en/players/efaefda0/Marvin
2024,Las Palmas,La Liga,Omenuke Mfulu,COD,"MF,FW",29,1994,0.9,77,10,30,39,8,0,77,1,1,100,0,0,41,144,70,1,1,0,2,0,50,0,https://fbref.com/en/players/bdc14559/Omenuke-Mfulu
2024,Las Palmas,La Liga,Alberto Moleiro,ESP,"FW,MF",19,2003,20,977,8,109,441,453,59,977,116,57,49.1,54,46.6,681,4467,2389,86,67,24,60,27,773,184,https://fbref.com/en/players/c2c8897d/Alberto-Moleiro
2024,Las Palmas,La Liga,Javier Muñoz,ESP,MF,28,1995,29.3,1560,30,235,897,437,47,1560,35,14,40,19,54.3,836,3819,1571,33,28,4,41,24,1172,126,https://fbref.com/en/players/ec7c84c2/Javier-Munoz
2024,Las Palmas,La Liga,Pejiño,ESP,FW,27,1996,5.6,321,3,29,124,170,15,321,34,15,44.1,18,52.9,204,1363,511,17,15,4,17,13,241,66,https://fbref.com/en/players/8c4e56cb/Pejino
2024,Las Palmas,La Liga,Máximo Perrone,ARG,MF,20,2003,18,1492,54,457,901,144,8,1492,24,11,45.8,11,45.8,759,2885,1239,12,11,2,23,14,1141,22,https://fbref.com/en/players/53552942/Maximo-Perrone
2024,Las Palmas,La Liga,Benito Ramírez,ESP,"FW,MF",28,1995,4.3,245,6,32,106,112,10,245,11,2,18.2,9,81.8,150,963,471,13,8,5,10,3,168,46,https://fbref.com/en/players/db714daf/Benito-Ramirez
2024,Las Palmas,La Liga,Sandro Ramírez,ESP,FW,28,1995,20.1,901,17,68,328,515,81,900,54,22,40.7,25,46.3,543,3118,1302,61,26,30,65,23,656,209,https://fbref.com/en/players/833fb62e/Sandro-Ramirez
2024,Las Palmas,La Liga,Kirian Rodríguez,ESP,MF,27,1996,35.7,3337,59,712,2088,560,19,3337,37,26,70.3,9,24.3,2158,9111,4802,46,45,0,49,48,2719,78,https://fbref.com/en/players/9b130479/Kirian-Rodriguez
2024,Las Palmas,La Liga,Daley Sinkgraven,NED,DF,28,1995,4.2,319,17,90,181,49,1,319,3,0,0,3,100,168,660,285,3,4,0,3,2,198,8,https://fbref.com/en/players/73000a79/Daley-Sinkgraven
2024,Las Palmas,La Liga,Álex Suárez,ESP,DF,30,1993,28.5,1851,157,713,1019,132,16,1851,16,11,68.8,2,12.5,986,4052,2044,12,15,0,16,11,1211,15,https://fbref.com/en/players/9c137b36/Alex-Suarez
2024,Las Palmas,La Liga,Álvaro Vallés,ESP,GK,26,1997,36.3,2056,1271,1985,73,0,0,2056,1,1,100,0,0,1278,5138,3266,0,0,0,2,0,1316,0,https://fbref.com/en/players/0166a73e/Alvaro-Valles
2024,Las Palmas,La Liga,Jonathan Viera,ESP,"MF,FW",33,1989,6.9,565,0,40,331,203,22,563,22,10,45.5,7,31.8,379,1818,993,26,21,5,15,9,481,37,https://fbref.com/en/players/efa708aa/Jonathan-Viera
2024,Mallorca,La Liga,Amath,SEN,"FW,MF",27,1996,4.4,198,6,32,79,90,21,198,25,8,32,15,60,119,830,478,19,8,9,22,8,130,30,https://fbref.com/en/players/f3b1d9a2/Amath
2024,Mallorca,La Liga,Copete,ESP,DF,23,1999,14.8,748,64,314,404,40,10,748,9,4,44.4,4,44.4,365,1884,1081,3,5,0,11,3,412,2,https://fbref.com/en/players/0f26ffd7/Copete
2024,Mallorca,La Liga,Jaume Costa,ESP,DF,35,1988,18.7,987,40,285,402,306,21,987,20,8,40,9,45,457,2191,1221,34,22,3,14,5,525,104,https://fbref.com/en/players/808d48f3/Jaume-Costa
2024,Mallorca,La Liga,Samu Costa,POR,MF,22,2000,25.6,1425,83,382,808,243,33,1425,23,12,52.2,8,34.8,694,2953,987,16,21,4,43,22,811,32,https://fbref.com/en/players/76c2a023/Samu-Costa
2024,Mallorca,La Liga,Iván Cuéllar,ESP,GK,39,1984,1,36,36,36,0,0,0,36,0,0,NA,0,NA,27,189,101,0,0,0,0,0,21,0,https://fbref.com/en/players/75751c99/Ivan-Cuellar
2024,Mallorca,La Liga,Sergi Darder,ESP,MF,29,1993,24,1229,10,141,709,409,30,1229,62,34,54.8,21,33.9,729,4660,2351,56,51,4,48,24,791,75,https://fbref.com/en/players/070a3904/Sergi-Darder
2024,Mallorca,La Liga,Giovanni González,URU,DF,28,1994,27.4,1504,85,497,701,317,23,1504,30,15,50,12,40,648,2771,1444,28,18,2,16,15,753,95,https://fbref.com/en/players/1fc474ae/Giovanni-Gonzalez
2024,Mallorca,La Liga,Dominik Greif,SVK,GK,26,1997,1,34,28,34,0,0,0,34,0,0,NA,0,NA,17,96,64,0,0,0,0,0,13,0,https://fbref.com/en/players/30061f53/Dominik-Greif
2024,Mallorca,La Liga,Cyle Larin,CAN,FW,28,1995,20.3,548,26,51,209,297,111,548,39,14,35.9,23,59,310,1608,571,20,13,17,58,34,406,103,https://fbref.com/en/players/e7af9060/Cyle-Larin
2024,Mallorca,La Liga,Toni Lato,ESP,DF,25,1997,17.2,942,40,249,399,305,17,942,18,10,55.6,5,27.8,432,1860,911,30,23,8,17,7,494,110,https://fbref.com/en/players/8e088e04/Toni-Lato
2024,Mallorca,La Liga,Javier Llabrés,ESP,"MF,FW",20,2002,2.7,143,3,17,53,75,11,143,8,5,62.5,3,37.5,65,468,224,9,6,2,11,7,90,30,https://fbref.com/en/players/38b0cf42/Javier-Llabres
2024,Mallorca,La Liga,Pablo Maffeo,ESP,DF,26,1997,16.2,771,33,178,337,268,27,771,35,16,45.7,13,37.1,369,2332,1095,38,33,11,36,14,410,68,https://fbref.com/en/players/5db04597/Pablo-Maffeo
2024,Mallorca,La Liga,Omar Mascarell,EQG,MF,30,1993,17.5,936,58,254,616,74,7,936,10,8,80,1,10,444,2328,926,12,9,0,6,8,538,11,https://fbref.com/en/players/11fd2b75/Omar-Mascarell
2024,Mallorca,La Liga,Manu Morlanes,ESP,MF,24,1999,17.9,965,29,177,589,212,22,965,29,21,72.4,7,24.1,524,2993,1437,29,31,4,17,17,618,31,https://fbref.com/en/players/a0255c67/Manu-Morlanes
2024,Mallorca,La Liga,Vedat Muriqi,KVX,FW,29,1994,25.9,953,28,70,486,405,116,950,27,13,48.1,14,51.9,490,2153,617,20,16,8,82,34,748,134,https://fbref.com/en/players/0cadc46d/Vedat-Muriqi
2024,Mallorca,La Liga,Matija Nastasić,SRB,DF,30,1993,25.1,1253,186,667,552,37,13,1253,0,0,NA,0,NA,578,2737,1467,11,3,0,5,2,687,4,https://fbref.com/en/players/f35430a4/Matija-Nastasic
2024,Mallorca,La Liga,Abdón Prats,ESP,"FW,MF",30,1992,14.1,376,16,34,171,181,43,376,18,8,44.4,10,55.6,183,830,285,9,9,5,41,10,266,49,https://fbref.com/en/players/d1b060e2/Abdon-Prats
2024,Mallorca,La Liga,Nemanja Radonjić,SRB,"MF,DF",27,1996,3.9,181,0,18,71,98,19,181,33,21,63.6,11,33.3,110,1035,589,23,8,13,13,5,128,43,https://fbref.com/en/players/0630eb63/Nemanja-Radonjic
2024,Mallorca,La Liga,Antonio Raillo,ESP,DF,31,1991,24.4,1437,197,743,626,76,41,1437,2,1,50,1,50,691,4771,2963,24,11,1,10,7,762,4,https://fbref.com/en/players/b857bd29/Antonio-Raillo
2024,Mallorca,La Liga,Predrag Rajković,SRB,GK,27,1995,36,1325,1084,1304,22,0,0,1325,3,3,100,0,0,670,3958,2410,0,0,0,1,0,563,0,https://fbref.com/en/players/58ad9383/Predrag-Rajkovic
2024,Mallorca,La Liga,Dani Rodríguez,ESP,MF,35,1988,29.1,1316,29,178,636,524,44,1316,79,33,41.8,40,50.6,690,4223,1991,54,47,9,55,60,787,110,https://fbref.com/en/players/70f8e0bd/Dani-Rodriguez
2024,Mallorca,La Liga,Antonio Sánchez,ESP,MF,26,1997,16.1,730,18,159,356,231,31,730,26,14,53.8,12,46.2,416,2521,1014,35,26,5,41,27,448,61,https://fbref.com/en/players/a254bbe0/Antonio-Sanchez
2024,Mallorca,La Liga,Martin Valjent,SVK,DF,27,1995,26.1,1330,148,670,556,111,15,1330,3,1,33.3,2,66.7,640,3575,1812,22,12,1,14,2,736,27,https://fbref.com/en/players/f2c6ac01/Martin-Valjent
2024,Mallorca,La Liga,Siebe Van Der Heyden,BEL,DF,25,1998,3.2,138,17,70,59,9,3,138,0,0,NA,0,NA,54,246,112,1,2,0,0,0,60,1,https://fbref.com/en/players/cf9bdd43/Siebe-Van-Der-Heyden
2024,Mallorca,La Liga,Nacho Vidal,ESP,DF,28,1995,4.6,262,15,60,120,82,14,262,12,2,16.7,8,66.7,126,652,247,5,3,2,5,2,156,31,https://fbref.com/en/players/3a9c4b7b/Nacho-Vidal
2024,Osasuna,La Liga,Jesús Areso,ESP,DF,24,1999,29.6,1669,85,367,682,643,23,1669,82,44,53.7,34,41.5,742,4479,2388,78,60,8,52,25,895,180,https://fbref.com/en/players/94e01ec6/Jesus-Areso
2024,Osasuna,La Liga,Iñigo Arguibide,ESP,DF,18,2005,0.2,8,0,4,3,1,0,8,0,0,NA,0,NA,1,3,0,0,0,0,1,0,1,0,https://fbref.com/en/players/d80d7f17/Inigo-Arguibide
2024,Osasuna,La Liga,José Arnaiz,ESP,"FW,MF",28,1995,10.3,449,3,37,158,256,30,449,29,11,37.9,15,51.7,259,1677,747,23,20,7,27,24,299,85,https://fbref.com/en/players/46e07328/Jose-Arnaiz
2024,Osasuna,La Liga,Ezequiel Ávila,ARG,"FW,MF",29,1994,9.6,474,5,41,183,253,28,474,18,5,27.8,10,55.6,236,1037,429,14,16,5,12,1,314,75,https://fbref.com/en/players/253a06b9/Ezequiel-Avila
2024,Osasuna,La Liga,Kike Barja,ESP,"FW,MF",26,1997,3.4,165,5,15,55,98,14,165,22,11,50,8,36.4,109,712,357,17,8,5,17,7,128,41,https://fbref.com/en/players/aad53e64/Kike-Barja
2024,Osasuna,La Liga,Darko Brašanac,SRB,MF,31,1992,0.5,17,1,1,8,8,1,17,0,0,NA,0,NA,7,75,50,2,1,0,0,0,13,3,https://fbref.com/en/players/4accb7e0/Darko-Brasanac
2024,Osasuna,La Liga,Ante Budimir,CRO,FW,32,1991,27.1,736,23,53,307,382,152,732,31,10,32.3,20,64.5,311,1272,504,21,12,17,81,31,508,99,https://fbref.com/en/players/8f3565b3/Ante-Budimir
2024,Osasuna,La Liga,Catena,ESP,DF,28,1994,28.2,1574,195,786,747,55,31,1574,7,3,42.9,4,57.1,799,3219,1577,5,2,0,5,4,912,1,https://fbref.com/en/players/274ab13c/Catena
2024,Osasuna,La Liga,Juan Cruz Armada,ESP,DF,31,1992,18.5,1071,56,315,567,200,5,1071,12,3,25,7,58.3,508,2514,1248,16,16,0,13,6,575,29,https://fbref.com/en/players/a56da3ba/Juan-Cruz-Armada
2024,Osasuna,La Liga,Aitor Fernández,ESP,GK,32,1991,6.1,216,156,207,9,1,1,216,0,0,NA,0,NA,112,636,426,0,0,0,0,0,95,0,https://fbref.com/en/players/a01c3d54/Aitor-Fernandez
2024,Osasuna,La Liga,David García,ESP,DF,29,1994,25.9,1585,166,665,863,64,24,1585,4,3,75,1,25,796,4308,2698,21,12,0,9,2,914,4,https://fbref.com/en/players/3e42f707/David-Garcia
2024,Osasuna,La Liga,Rubén García,ESP,"FW,MF",30,1993,17.2,951,19,125,365,466,40,951,31,18,58.1,9,29,473,2042,730,16,26,4,31,23,647,117,https://fbref.com/en/players/5c96b017/Ruben-Garcia
2024,Osasuna,La Liga,Unai García,ESP,DF,31,1992,6.2,259,26,121,124,16,7,259,1,0,0,1,100,104,379,183,2,2,0,3,3,136,1,https://fbref.com/en/players/4a633cfe/Unai-Garcia
2024,Osasuna,La Liga,Moi Gómez,ESP,"MF,FW",29,1994,22.3,1346,22,157,792,411,29,1346,29,17,58.6,11,37.9,767,4018,1680,36,25,3,21,13,975,69,https://fbref.com/en/players/5a626448/Moi-Gomez
2024,Osasuna,La Liga,Jorge Herrando,ESP,DF,22,2001,18.3,899,125,476,399,25,10,899,2,2,100,0,0,442,1982,870,3,3,0,4,2,524,1,https://fbref.com/en/players/e19c989c/Jorge-Herrando
2024,Osasuna,La Liga,Sergio Herrera,ESP,GK,30,1993,31.9,1264,948,1250,18,0,0,1264,0,0,NA,0,NA,671,4122,2365,0,0,0,2,0,547,0,https://fbref.com/en/players/a4995f48/Sergio-Herrera
2024,Osasuna,La Liga,Xabier Huarte Armendáriz,ESP,MF,22,2001,0.1,2,0,0,2,0,0,2,0,0,NA,0,NA,2,5,0,0,1,0,0,1,3,0,https://fbref.com/en/players/e83e8928/Xabier-Huarte-Armendariz
2024,Osasuna,La Liga,Pablo Ibáñez,ESP,MF,24,1998,12.8,621,20,85,304,241,45,621,30,8,26.7,21,70,318,1978,855,26,20,4,19,10,394,54,https://fbref.com/en/players/3701906c/Pablo-Ibanez
2024,Osasuna,La Liga,Johan Mojica,COL,DF,30,1992,22.7,1426,60,342,604,495,29,1426,45,17,37.8,25,55.6,675,3865,1785,57,52,13,46,10,799,117,https://fbref.com/en/players/608f2092/Johan-Mojica
2024,Osasuna,La Liga,Jon Moncayola,ESP,MF,25,1998,20,1182,22,211,644,329,13,1182,12,6,50,6,50,538,2237,998,14,10,2,20,13,759,46,https://fbref.com/en/players/9939e168/Jon-Moncayola
2024,Osasuna,La Liga,Jorge Moreno,ESP,DF,22,2001,0.2,14,5,9,4,1,0,14,0,0,NA,0,NA,2,7,0,0,0,0,0,0,4,0,https://fbref.com/en/players/1f875ef8/Jorge-Moreno
2024,Osasuna,La Liga,Iker Muñoz,ESP,MF,20,2002,20.6,1200,68,251,761,192,28,1200,19,5,26.3,9,47.4,597,2583,1114,17,14,3,21,4,749,23,https://fbref.com/en/players/175ece4c/Iker-Munoz
