Season_End_Year,Squad,Comp,Player,Nation,Pos,Age,Born,Mins_Per_90,Gls_Standard,Sh_Standard,SoT_Standard,SoT_percent_Standard,Sh_per_90_Standard,SoT_per_90_Standard,G_per_Sh_Standard,G_per_SoT_Standard,Dist_Standard,FK_Standard,PK_Standard,PKatt_Standard,xG_Expected,npxG_Expected,npxG_per_Sh_Expected,G_minus_xG_Expected,np:G_minus_xG_Expected,Url
2024,Alavés,La Liga,Samu Omorodion,ESP,FW,19,2004,21.3,8,64,24,37.5,3,1.13,0.13,0.33,13.5,0,0,0,10.8,10.8,0.17,-2.8,-2.8,https://fbref.com/en/players/dc44b03c/Samu-Omorodion
2024,Alavés,La Liga,Eneko Ortiz,ESP,DF,20,2003,0.2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/dc5ea86b/Eneko-Ortiz
2024,Alavés,La Liga,Jesús Owono,EQG,GK,22,2001,4,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/d6e3d7fb/Jesus-Owono
2024,Alavés,La Liga,Joaquín Panichelli,ARG,"FW,MF",20,2002,2.5,0,9,2,22.2,3.58,0.8,0,0,17.8,0,0,0,0.6,0.6,0.06,-0.6,-0.6,https://fbref.com/en/players/ae14af56/Joaquin-Panichelli
2024,Alavés,La Liga,Victor Parada,ESP,"FW,MF",21,2002,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/8ca358c5/Victor-Parada
2024,Alavés,La Liga,Abderrahman Rebbach,ALG,"FW,MF",24,1998,8,1,17,4,23.5,2.12,0.5,0.06,0.25,19.4,1,0,0,0.8,0.8,0.05,0.2,0.2,https://fbref.com/en/players/9a796115/Abderrahman-Rebbach
2024,Alavés,La Liga,Luis Rioja,ESP,"FW,MF",29,1993,27.8,5,53,15,28.3,1.91,0.54,0.04,0.13,21.6,4,3,4,6.1,3,0.06,-1.1,-1,https://fbref.com/en/players/eb3dd471/Luis-Rioja
2024,Alavés,La Liga,Unai Ropero,ESP,MF,21,2001,0.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/7868c973/Unai-Ropero
2024,Alavés,La Liga,Aleksandar Sedlar,SRB,DF,31,1991,10.5,1,4,1,25,0.38,0.1,0.25,1,10.7,0,0,0,0.3,0.3,0.07,0.7,0.7,https://fbref.com/en/players/a35134ae/Aleksandar-Sedlar
2024,Alavés,La Liga,Giuliano Simeone,ARG,FW,20,2002,7,1,14,2,14.3,2,0.29,0.07,0.5,19.7,0,0,1,2.4,1.6,0.12,-1.4,-0.6,https://fbref.com/en/players/a6536561/Giuliano-Simeone
2024,Alavés,La Liga,Antonio Sivera,ESP,GK,26,1996,34,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/9970da54/Antonio-Sivera
2024,Alavés,La Liga,Alex Sola,ESP,"FW,MF",24,1999,14,0,28,7,25,2,0.5,0,0,17.6,2,0,0,1.6,1.6,0.06,-1.6,-1.6,https://fbref.com/en/players/5fa714d5/Alex-Sola
2024,Alavés,La Liga,Mamadou Sylla,SEN,"FW,MF",29,1994,0.2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/e5ec95f8/Mamadou-Sylla
2024,Alavés,La Liga,Nahuel Tenaglia,ARG,DF,27,1996,12.7,1,8,1,12.5,0.63,0.08,0.13,1,14.1,0,0,0,0.6,0.6,0.08,0.4,0.4,https://fbref.com/en/players/66654daa/Nahuel-Tenaglia
2024,Alavés,La Liga,Carlos Vicente,ESP,FW,24,1999,12.4,2,15,8,53.3,1.21,0.65,0.13,0.25,15.2,1,0,0,2.3,2.3,0.16,-0.3,-0.3,https://fbref.com/en/players/90df343e/Carlos-Vicente
2024,Alavés,La Liga,Xeber,ESP,"FW,MF",26,1997,3.4,0,5,0,0,1.49,0,0,NA,16.4,0,0,0,0.4,0.4,0.07,-0.4,-0.4,https://fbref.com/en/players/d2c8aacc/Xeber
2024,Almería,La Liga,Sergio Akieme,ESP,DF,25,1997,18.6,2,9,5,55.6,0.48,0.27,0.22,0.4,17.4,0,0,0,1.2,1.2,0.13,0.8,0.8,https://fbref.com/en/players/06efa9dc/Sergio-Akieme
2024,Almería,La Liga,Sergio Arribas,ESP,"MF,FW",21,2001,22.7,9,60,22,36.7,2.64,0.97,0.15,0.41,16.8,1,0,0,8.6,8.6,0.15,0.4,0.4,https://fbref.com/en/players/1e465e70/Sergio-Arribas
2024,Almería,La Liga,Iddrisu Baba,GHA,MF,27,1996,15.9,0,8,2,25,0.5,0.13,0,0,25.6,0,0,0,0.7,0.7,0.09,-0.7,-0.7,https://fbref.com/en/players/bfd381b3/Iddrisu-Baba
2024,Almería,La Liga,Srđan Babić,SRB,DF,27,1996,1,0,1,0,0,1,0,0,NA,11.6,0,0,0,0,0,0.04,0,0,https://fbref.com/en/players/075fe5a3/Srdjan-Babic
2024,Almería,La Liga,Léo Baptistão,BRA,FW,30,1992,20.4,6,48,18,37.5,2.35,0.88,0.13,0.33,16.7,0,0,0,5.3,5.3,0.11,0.7,0.7,https://fbref.com/en/players/35f6db55/Leo-Baptistao
2024,Almería,La Liga,Álex Centelles,ESP,DF,25,1997,10.9,0,2,1,50,0.18,0.09,0,0,21.2,0,0,0,0,0,0.02,0,0,https://fbref.com/en/players/ae852b7d/Alex-Centelles
2024,Almería,La Liga,Chumi,ESP,DF,24,1999,27,0,5,0,0,0.18,0,0,NA,13.8,0,0,0,1,1,0.19,-1,-1,https://fbref.com/en/players/2475cf9b/Chumi
2024,Almería,La Liga,Adri Embarba,ESP,"FW,MF",31,1992,27.5,3,63,24,38.1,2.29,0.87,0.03,0.08,24.1,12,1,1,4.3,3.5,0.06,-1.3,-1.5,https://fbref.com/en/players/db8f0eba/Adri-Embarba
2024,Almería,La Liga,Fernando,ESP,GK,33,1990,4,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/dabb2827/Fernando
2024,Almería,La Liga,Rachad Fettal,MAR,FW,18,2005,0.2,0,1,0,0,5.29,0,0,NA,8.8,0,0,0,0.1,0.1,0.08,-0.1,-0.1,https://fbref.com/en/players/ae9a9b2d/Rachad-Fettal
2024,Almería,La Liga,Édgar González,ESP,"DF,MF",26,1997,28,2,13,3,23.1,0.46,0.11,0.15,0.67,10.3,0,0,0,2.3,2.3,0.18,-0.3,-0.3,https://fbref.com/en/players/49d028db/Edgar-Gonzalez
2024,Almería,La Liga,Luis Javier Suárez,COL,FW,25,1997,10.2,6,39,13,33.3,3.83,1.28,0.13,0.38,14.2,0,1,1,6.5,5.7,0.15,-0.5,-0.7,https://fbref.com/en/players/eeba07f8/Luis-Javier-Suarez
2024,Almería,La Liga,Kaiky,BRA,DF,19,2004,5.8,1,3,1,33.3,0.52,0.17,0.33,1,11.4,0,0,0,0.2,0.2,0.08,0.8,0.8,https://fbref.com/en/players/55634fb8/Kaiky
2024,Almería,La Liga,Ibrahima Koné,MLI,FW,24,1999,3.1,0,4,2,50,1.3,0.65,0,0,12.9,0,0,0,0.4,0.4,0.11,-0.4,-0.4,https://fbref.com/en/players/04bb2b06/Ibrahima-Kone
2024,Almería,La Liga,Bruno Langa,MOZ,DF,25,1997,9.1,1,8,2,25,0.88,0.22,0.13,0.5,24.6,0,0,0,0.2,0.2,0.02,0.8,0.8,https://fbref.com/en/players/72947847/Bruno-Langa
2024,Almería,La Liga,Lázaro,BRA,"FW,MF",21,2002,3.2,0,8,4,50,2.53,1.26,0,0,18.3,0,0,0,0.9,0.9,0.11,-0.9,-0.9,https://fbref.com/en/players/86ff856b/Lazaro
2024,Almería,La Liga,Dion Lopy,SEN,MF,21,2002,21.3,0,23,8,34.8,1.08,0.38,0,0,26.2,0,0,0,1.3,1.3,0.06,-1.3,-1.3,https://fbref.com/en/players/64c14d49/Dion-Lopy
2024,Almería,La Liga,Anthony Lozano,HON,FW,30,1993,8.6,3,23,9,39.1,2.68,1.05,0.13,0.33,13.3,0,0,0,3.3,3.3,0.14,-0.3,-0.3,https://fbref.com/en/players/38699c72/Anthony-Lozano
2024,Almería,La Liga,Diego Mariño,ESP,GK,33,1990,1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/d9235a45/Diego-Marino
2024,Almería,La Liga,Luís Maximiano,POR,GK,24,1999,33,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/3318286e/Luis-Maximiano
2024,Almería,La Liga,Gonzalo Melero,ESP,"MF,FW",29,1994,12.3,1,14,4,28.6,1.14,0.33,0.07,0.25,11.7,0,0,0,2,2,0.14,-1,-1,https://fbref.com/en/players/3902e91b/Gonzalo-Melero
2024,Almería,La Liga,Houboulang Mendes,GNB,DF,25,1998,4.4,0,1,0,0,0.23,0,0,NA,23.2,0,0,0,0,0,0.01,0,0,https://fbref.com/en/players/1545cf15/Houboulang-Mendes
2024,Almería,La Liga,Marko Milovanović,SRB,"FW,MF",19,2003,3.4,1,5,1,20,1.46,0.29,0.2,1,16.2,0,0,0,1.5,1.5,0.31,-0.5,-0.5,https://fbref.com/en/players/1fda2b14/Marko-Milovanovic
2024,Almería,La Liga,César Montes,MEX,DF,26,1997,19.9,0,13,2,15.4,0.65,0.1,0,0,11,0,0,0,0.7,0.7,0.05,-0.7,-0.7,https://fbref.com/en/players/28e957d7/Cesar-Montes
2024,Almería,La Liga,Marcos Peña,ESP,MF,18,2005,4.9,0,4,1,25,0.82,0.2,0,0,28.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2,https://fbref.com/en/players/736c14ec/Marcos-Pena
2024,Almería,La Liga,Alejandro Pozo Pozo,ESP,"DF,MF",24,1999,10.8,0,4,3,75,0.37,0.28,0,0,23.3,0,0,0,0.4,0.4,0.1,-0.4,-0.4,https://fbref.com/en/players/3c16d927/Alejandro-Pozo-Pozo
2024,Almería,La Liga,Marc Pubill,ESP,DF,20,2003,20.9,1,20,5,25,0.96,0.24,0.05,0.2,20.8,0,0,0,0.7,0.7,0.04,0.3,0.3,https://fbref.com/en/players/365113c0/Marc-Pubill
2024,Almería,La Liga,Arnau Puigmal,ESP,"FW,DF",22,2001,2.8,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/39352da2/Arnau-Puigmal
2024,Almería,La Liga,Aleksandar Radovanović,SRB,DF,29,1993,6.3,0,1,0,0,0.16,0,0,NA,10.5,0,0,0,0,0,0.04,0,0,https://fbref.com/en/players/09507ffa/Aleksandar-Radovanovic
2024,Almería,La Liga,Largie Ramazani,BEL,"FW,MF",22,2001,17.3,3,40,12,30,2.32,0.69,0.08,0.25,17.5,1,0,0,4.7,4.7,0.12,-1.7,-1.7,https://fbref.com/en/players/cc9256ef/Largie-Ramazani
2024,Almería,La Liga,Lucas Robertone,ARG,MF,26,1997,26.5,0,37,13,35.1,1.4,0.49,0,0,28.1,3,0,0,1,1,0.03,-1,-1,https://fbref.com/en/players/a8981944/Lucas-Robertone
2024,Almería,La Liga,Luka Romero,ARG,FW,18,2004,4.9,3,8,3,37.5,1.64,0.62,0.38,1,15.9,0,0,0,1.3,1.3,0.18,1.7,1.7,https://fbref.com/en/players/ca6edaa0/Luka-Romero
2024,Almería,La Liga,Paco Sanz,ESP,DF,18,2004,0.3,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/b7aa8fd8/Paco-Sanz
2024,Almería,La Liga,Marciano Tchami,GNB,"FW,MF",19,2004,0.5,0,1,0,0,2.09,0,0,NA,22.7,0,0,0,0,0,0.03,0,0,https://fbref.com/en/players/19a5c0b6/Marciano-Tchami
2024,Almería,La Liga,Jonathan Viera,ESP,MF,33,1989,10.1,0,12,5,41.7,1.18,0.49,0,0,18.7,1,0,0,1.3,1.3,0.11,-1.3,-1.3,https://fbref.com/en/players/efa708aa/Jonathan-Viera
2024,Athletic Club,La Liga,Julen Agirrezabala,ESP,GK,22,2000,2.6,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/a2c1a8d3/Julen-Agirrezabala
2024,Athletic Club,La Liga,Yeray Álvarez,ESP,DF,28,1995,12.8,0,7,2,28.6,0.55,0.16,0,0,14.2,0,0,0,0.3,0.3,0.04,-0.3,-0.3,https://fbref.com/en/players/3ecc11d8/Yeray-Alvarez
2024,Athletic Club,La Liga,Adu Ares,ESP,FW,21,2001,2.9,0,4,0,0,1.36,0,0,NA,21.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,https://fbref.com/en/players/a461f098/Adu-Ares
2024,Athletic Club,La Liga,Yuri Berchiche,ESP,DF,33,1990,21.4,3,18,6,33.3,0.84,0.28,0.17,0.5,19.1,0,0,0,0.9,0.7,0.04,2.1,2.3,https://fbref.com/en/players/b6e50615/Yuri-Berchiche
2024,Athletic Club,La Liga,Álex Berenguer,ESP,FW,28,1995,17.7,7,31,11,35.5,1.75,0.62,0.19,0.55,16.4,3,1,1,5.2,4.4,0.14,1.8,1.6,https://fbref.com/en/players/dc1c2fce/Alex-Berenguer
2024,Athletic Club,La Liga,Iñigo Ruiz de Galarreta,ESP,MF,29,1993,23.2,1,11,2,18.2,0.47,0.09,0.09,0.5,25.4,0,0,0,0.3,0.3,0.03,0.7,0.7,https://fbref.com/en/players/91f7631f/Inigo-Ruiz-de-Galarreta
2024,Athletic Club,La Liga,Dani García,ESP,MF,33,1990,8.3,1,6,3,50,0.72,0.36,0.17,0.33,13.6,0,0,0,0.8,0.8,0.13,0.2,0.2,https://fbref.com/en/players/240d3a0b/Dani-Garcia
2024,Athletic Club,La Liga,Raúl García,ESP,"FW,MF",37,1986,4.7,1,10,1,10,2.14,0.21,0.1,1,14.3,0,0,0,0.9,0.9,0.09,0.1,0.1,https://fbref.com/en/players/b418dbd4/Raul-Garcia
2024,Athletic Club,La Liga,Unai Gómez,ESP,MF,20,2003,9.7,2,16,7,43.8,1.65,0.72,0.13,0.29,17,0,0,0,1.5,1.5,0.09,0.5,0.5,https://fbref.com/en/players/37db6cae/Unai-Gomez
2024,Athletic Club,La Liga,Gorka Guruzeta,ESP,FW,26,1996,24.6,14,63,28,44.4,2.56,1.14,0.22,0.5,13.5,3,0,1,11.6,10.8,0.17,2.4,3.2,https://fbref.com/en/players/6b5ea2f4/Gorka-Guruzeta
2024,Athletic Club,La Liga,Ander Herrera,ESP,MF,33,1989,11.4,0,14,2,14.3,1.22,0.17,0,0,21.2,0,0,0,0.7,0.7,0.05,-0.7,-0.7,https://fbref.com/en/players/436a9dd0/Ander-Herrera
2024,Athletic Club,La Liga,Imanol,ESP,DF,23,2000,5.8,0,1,0,0,0.17,0,0,NA,23.7,0,0,0,0,0,0.01,0,0,https://fbref.com/en/players/9e095d72/Imanol
2024,Athletic Club,La Liga,Mikel Jauregizar,ESP,MF,19,2003,1.7,0,2,0,0,1.19,0,0,NA,28.2,0,0,0,0,0,0.02,0,0,https://fbref.com/en/players/2f5c78ca/Mikel-Jauregizar
2024,Athletic Club,La Liga,Iñigo Lekue,ESP,DF,30,1993,22.2,0,5,0,0,0.22,0,0,NA,22.3,0,0,0,0.2,0.2,0.03,-0.2,-0.2,https://fbref.com/en/players/59b7d823/Inigo-Lekue
2024,Athletic Club,La Liga,Óscar de Marcos,ESP,DF,34,1989,25.1,1,5,2,40,0.2,0.08,0.2,0.5,15.7,0,0,0,0.6,0.6,0.13,0.4,0.4,https://fbref.com/en/players/9f323c71/Oscar-de-Marcos
2024,Athletic Club,La Liga,Iker Muniain,ESP,"MF,FW",30,1992,6.6,2,13,7,53.8,1.97,1.06,0.15,0.29,14.3,0,0,0,1.7,1.7,0.13,0.3,0.3,https://fbref.com/en/players/c05dfb74/Iker-Muniain
2024,Athletic Club,La Liga,Peru Nolaskoain,ESP,"DF,MF",24,1998,0.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/857cb4f3/Peru-Nolaskoain
2024,Athletic Club,La Liga,Aingeru Olabarrieta,ESP,FW,17,2005,0.1,0,1,0,0,10,0,0,NA,25.4,0,0,0,0,0,0.01,0,0,https://fbref.com/en/players/b7e92b0e/Aingeru-Olabarrieta
2024,Athletic Club,La Liga,Aitor Paredes,ESP,DF,23,2000,30,1,14,3,21.4,0.47,0.1,0.07,0.33,9.7,0,0,0,1.2,1.2,0.08,-0.2,-0.2,https://fbref.com/en/players/b906757a/Aitor-Paredes
2024,Athletic Club,La Liga,Beñat Prados,ESP,"MF,DF",22,2001,16.1,0,7,4,57.1,0.43,0.25,0,0,18.5,0,0,0,0.5,0.5,0.07,-0.5,-0.5,https://fbref.com/en/players/1f60244a/Benat-Prados
2024,Athletic Club,La Liga,Oihan Sancet,ESP,MF,23,2000,21.9,4,41,11,26.8,1.87,0.5,0.1,0.36,15.6,0,0,1,6.3,5.5,0.13,-2.3,-1.5,https://fbref.com/en/players/bdb624a3/Oihan-Sancet
2024,Athletic Club,La Liga,Unai Simón,ESP,GK,26,1997,35.4,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/5dcf3e90/Unai-Simon
2024,Athletic Club,La Liga,Mikel Vesga,ESP,MF,30,1993,17,3,17,5,29.4,1,0.29,0.06,0.2,20.7,0,2,2,2.7,1.1,0.07,0.3,-0.1,https://fbref.com/en/players/b0fce72c/Mikel-Vesga
2024,Athletic Club,La Liga,Asier Villalibre,ESP,FW,25,1997,5.7,2,12,6,50,2.11,1.05,0.17,0.33,11.5,0,0,0,1.7,1.7,0.14,0.3,0.3,https://fbref.com/en/players/57be54ec/Asier-Villalibre
2024,Athletic Club,La Liga,Daniel Vivian,ESP,DF,24,1999,32,0,11,1,9.1,0.34,0.03,0,0,13.5,0,0,0,0.6,0.6,0.05,-0.6,-0.6,https://fbref.com/en/players/ab7bf91d/Daniel-Vivian
2024,Athletic Club,La Liga,Iñaki Williams,GHA,FW,29,1994,31.6,12,93,43,46.2,2.94,1.36,0.13,0.28,15.4,0,0,0,9.4,9.4,0.1,2.6,2.6,https://fbref.com/en/players/6a99e0b1/Inaki-Williams
2024,Athletic Club,La Liga,Nico Williams,ESP,FW,21,2002,25.1,5,56,19,33.9,2.23,0.76,0.09,0.26,15.7,1,0,0,6,6,0.11,-1,-1,https://fbref.com/en/players/afdc14d7/Nico-Williams
2024,Atlético Madrid,La Liga,César Azpilicueta,ESP,DF,33,1989,15.8,0,2,2,100,0.13,0.13,0,0,20.3,0,0,0,0.6,0.6,0.32,-0.6,-0.6,https://fbref.com/en/players/53cad200/Cesar-Azpilicueta
2024,Atlético Madrid,La Liga,Pablo Barrios,ESP,MF,20,2003,17.3,0,17,7,41.2,0.98,0.41,0,0,21.8,0,0,0,0.9,0.9,0.05,-0.9,-0.9,https://fbref.com/en/players/45736cec/Pablo-Barrios
2024,Atlético Madrid,La Liga,Yannick Carrasco,BEL,DF,29,1993,2.5,0,2,1,50,0.81,0.41,0,0,21.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,https://fbref.com/en/players/de39485a/Yannick-Carrasco
2024,Atlético Madrid,La Liga,Ángel Correa,ARG,"FW,MF",28,1995,17,9,42,19,45.2,2.47,1.12,0.19,0.42,17,1,1,1,7.9,7.1,0.17,1.1,0.9,https://fbref.com/en/players/01eb744d/Angel-Correa
2024,Atlético Madrid,La Liga,Rodrigo De Paul,ARG,MF,29,1994,23.1,3,30,12,40,1.3,0.52,0.1,0.25,19.8,1,0,0,1.8,1.8,0.06,1.2,1.2,https://fbref.com/en/players/162efffd/Rodrigo-De-Paul
2024,Atlético Madrid,La Liga,Javi Galán,ESP,DF,28,1994,1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/a4b00319/Javi-Galan
2024,Atlético Madrid,La Liga,Antoine Griezmann,FRA,"FW,MF",32,1991,29.4,16,75,29,38.7,2.55,0.99,0.16,0.41,17.3,3,4,4,12.3,9.3,0.12,3.7,2.7,https://fbref.com/en/players/df69b544/Antoine-Griezmann
2024,Atlético Madrid,La Liga,Mario Hermoso,ESP,DF,28,1995,28.4,0,17,4,23.5,0.6,0.14,0,0,15,0,0,0,1.4,1.4,0.08,-1.4,-1.4,https://fbref.com/en/players/555f3a0b/Mario-Hermoso
2024,Atlético Madrid,La Liga,Salim El Jebari,MAR,MF,19,2004,0.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/d068118b/Salim-El-Jebari
2024,Atlético Madrid,La Liga,Koke,ESP,MF,31,1992,27.7,0,10,2,20,0.36,0.07,0,0,21.9,0,0,0,0.4,0.4,0.04,-0.4,-0.4,https://fbref.com/en/players/55126f3b/Koke
2024,Atlético Madrid,La Liga,Thomas Lemar,FRA,MF,27,1995,1.8,0,2,0,0,1.1,0,0,NA,23,0,0,0,0.2,0.2,0.08,-0.2,-0.2,https://fbref.com/en/players/4dbd0916/Thomas-Lemar
2024,Atlético Madrid,La Liga,Samuel Lino,BRA,"DF,MF",23,1999,23.1,4,54,21,38.9,2.34,0.91,0.07,0.19,16.6,0,0,0,5.6,5.6,0.1,-1.6,-1.6,https://fbref.com/en/players/2a295d33/Samuel-Lino
2024,Atlético Madrid,La Liga,Marcos Llorente,ESP,"MF,DF",28,1995,28.5,6,30,19,63.3,1.05,0.67,0.2,0.32,15.4,0,0,0,4.1,4.1,0.14,1.9,1.9,https://fbref.com/en/players/02c15616/Marcos-Llorente
2024,Atlético Madrid,La Liga,Reinildo Mandava,MOZ,DF,29,1994,8.1,2,5,3,60,0.62,0.37,0.4,0.67,10.4,0,0,0,0.9,0.9,0.17,1.1,1.1,https://fbref.com/en/players/c20bdcd7/Reinildo-Mandava
2024,Atlético Madrid,La Liga,José María Giménez,URU,DF,28,1995,14.7,0,7,1,14.3,0.48,0.07,0,0,12.4,0,0,0,0.4,0.4,0.06,-0.4,-0.4,https://fbref.com/en/players/f0da930c/Jose-Maria-Gimenez
2024,Atlético Madrid,La Liga,Memphis,NED,FW,29,1994,9.9,5,38,15,39.5,3.83,1.51,0.13,0.33,17.5,3,0,0,5.8,5.8,0.15,-0.8,-0.8,https://fbref.com/en/players/8f696594/Memphis
2024,Atlético Madrid,La Liga,Nahuel Molina,ARG,DF,25,1998,20.6,2,12,4,33.3,0.58,0.19,0.17,0.5,17.4,1,0,0,1.3,1.3,0.11,0.7,0.7,https://fbref.com/en/players/23610943/Nahuel-Molina
2024,Atlético Madrid,La Liga,Álvaro Morata,ESP,FW,30,1992,21.2,15,66,33,50,3.12,1.56,0.23,0.45,11.4,0,0,1,13.8,12.9,0.2,1.2,2.1,https://fbref.com/en/players/129af0db/Alvaro-Morata
2024,Atlético Madrid,La Liga,Saúl Ñíguez,ESP,MF,28,1994,15.3,1,16,4,25,1.05,0.26,0.06,0.25,14.5,0,0,0,1.5,1.5,0.09,-0.5,-0.5,https://fbref.com/en/players/c14bc029/Saul-Niguez
2024,Atlético Madrid,La Liga,Jan Oblak,SVN,GK,30,1993,38,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/ee8508c0/Jan-Oblak
2024,Atlético Madrid,La Liga,Gabriel Paulista,BRA,DF,32,1990,4.5,0,1,1,100,0.22,0.22,0,0,4.7,0,0,0,0.2,0.2,0.19,-0.2,-0.2,https://fbref.com/en/players/b7ca5c51/Gabriel-Paulista
2024,Atlético Madrid,La Liga,Abdellah Raihani,MAR,FW,19,2004,0.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/16ec501b/Abdellah-Raihani
2024,Atlético Madrid,La Liga,Rodrigo Riquelme,ESP,"DF,MF",23,2000,17,3,37,16,43.2,2.18,0.94,0.08,0.19,18,0,0,0,2.7,2.7,0.07,0.3,0.3,https://fbref.com/en/players/65154df0/Rodrigo-Riquelme
2024,Atlético Madrid,La Liga,Stefan Savić,MNE,DF,32,1991,18.1,0,5,1,20,0.28,0.06,0,0,11.9,0,0,0,0.3,0.3,0.07,-0.3,-0.3,https://fbref.com/en/players/f6ac68c1/Stefan-Savic
2024,Atlético Madrid,La Liga,Çağlar Söyüncü,TUR,DF,27,1996,1.3,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/21166ff4/Caglar-Soyuncu
2024,Atlético Madrid,La Liga,Arthur Vermeeren,BEL,MF,18,2005,1.8,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/722494dc/Arthur-Vermeeren
2024,Atlético Madrid,La Liga,Axel Witsel,BEL,DF,34,1989,30.9,2,7,3,42.9,0.23,0.1,0.29,0.67,8,0,0,0,1,1,0.14,1,1,https://fbref.com/en/players/5dfc6ad5/Axel-Witsel
2024,Barcelona,La Liga,Marcos Alonso,ESP,DF,32,1990,2.8,0,3,2,66.7,1.07,0.71,0,0,20.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,https://fbref.com/en/players/f4290206/Marcos-Alonso
2024,Barcelona,La Liga,Ronald Araújo,URU,DF,24,1999,22.2,1,23,9,39.1,1.04,0.41,0.04,0.11,12.4,0,0,0,2.1,2.1,0.09,-1.1,-1.1,https://fbref.com/en/players/2bef2bca/Ronald-Araujo
2024,Barcelona,La Liga,Alejandro Balde,ESP,DF,19,2003,15.3,0,5,1,20,0.33,0.07,0,0,21.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,https://fbref.com/en/players/5ccc9672/Alejandro-Balde
2024,Barcelona,La Liga,João Cancelo,POR,DF,29,1994,27.8,2,32,9,28.1,1.15,0.32,0.06,0.22,21.3,0,0,0,1.6,1.6,0.05,0.4,0.4,https://fbref.com/en/players/bd6351cd/Joao-Cancelo
2024,Barcelona,La Liga,Marc Casado,ESP,MF,19,2003,0.2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/2ef08833/Marc-Casado
2024,Barcelona,La Liga,Andreas Christensen,DEN,"DF,MF",27,1996,22,2,12,4,33.3,0.55,0.18,0.17,0.5,13,0,0,0,1,1,0.09,1,1,https://fbref.com/en/players/1cb49278/Andreas-Christensen
2024,Barcelona,La Liga,Pau Cubarsí,ESP,DF,16,2007,17.3,0,3,0,0,0.17,0,0,NA,18.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,https://fbref.com/en/players/cc7888f3/Pau-Cubarsi
2024,Barcelona,La Liga,Abde Ezzalzouli,MAR,"FW,MF",21,2001,0.8,0,4,1,25,5.29,1.32,0,0,19.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2,https://fbref.com/en/players/bed68338/Abde-Ezzalzouli
2024,Barcelona,La Liga,Ansu Fati,ESP,"MF,FW",20,2002,0.6,0,7,1,14.3,12.6,1.8,0,0,18.6,0,0,0,0.7,0.7,0.11,-0.7,-0.7,https://fbref.com/en/players/0ba976e4/Ansu-Fati
2024,Barcelona,La Liga,João Félix,POR,FW,23,1999,17.1,7,61,25,41,3.56,1.46,0.11,0.28,15.8,1,0,0,8.7,8.7,0.14,-1.7,-1.7,https://fbref.com/en/players/8aafd64f/Joao-Felix
2024,Barcelona,La Liga,Héctor Fort,ESP,DF,16,2006,3.5,0,1,0,0,0.28,0,0,NA,27.2,0,0,0,0,0,0.01,0,0,https://fbref.com/en/players/2e31f3a6/Hector-Fort
