Season_End_Year,Squad,Comp,Player,Nation,Pos,Age,Born,Mins_Per_90,Gls_Standard,Sh_Standard,SoT_Standard,SoT_percent_Standard,Sh_per_90_Standard,SoT_per_90_Standard,G_per_Sh_Standard,G_per_SoT_Standard,Dist_Standard,FK_Standard,PK_Standard,PKatt_Standard,xG_Expected,npxG_Expected,npxG_per_Sh_Expected,G_minus_xG_Expected,np:G_minus_xG_Expected,Url
2023,Real Madrid,La Liga,Marco Asensio,ESP,"FW,MF",26,1996,16,9,58,24,41.4,3.62,1.5,0.16,0.38,21.5,5,0,1,6.3,5.5,0.1,2.7,3.5,https://fbref.com/en/players/45af8a54/Marco-Asensio
2023,Real Madrid,La Liga,Karim Benzema,FRA,FW,34,1987,22.6,19,99,36,36.4,4.37,1.59,0.12,0.33,15.9,6,7,8,21.5,14.9,0.15,-2.5,-2.9,https://fbref.com/en/players/70d74ece/Karim-Benzema
2023,Real Madrid,La Liga,Eduardo Camavinga,FRA,"MF,DF",19,2002,22.3,0,18,3,16.7,0.81,0.13,0,0,23.2,0,0,0,0.8,0.8,0.04,-0.8,-0.8,https://fbref.com/en/players/7b9c2d84/Eduardo-Camavinga
2023,Real Madrid,La Liga,Dani Carvajal,ESP,DF,30,1992,19.8,0,12,0,0,0.61,0,0,NA,17.5,0,0,0,0.8,0.8,0.06,-0.8,-0.8,https://fbref.com/en/players/4958bfb2/Dani-Carvajal
2023,Real Madrid,La Liga,Casemiro,BRA,MF,30,1992,0.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/4d224fe8/Casemiro
2023,Real Madrid,La Liga,Dani Ceballos,ESP,MF,25,1996,17.4,0,18,5,27.8,1.04,0.29,0,0,21,0,0,0,0.9,0.9,0.05,-0.9,-0.9,https://fbref.com/en/players/c0617e2b/Dani-Ceballos
2023,Real Madrid,La Liga,Thibaut Courtois,BEL,GK,30,1992,31,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/1840e36d/Thibaut-Courtois
2023,Real Madrid,La Liga,Eden Hazard,BEL,FW,31,1991,2.2,0,2,0,0,0.92,0,0,NA,21.6,0,0,1,1,0.2,0.09,-1,-0.2,https://fbref.com/en/players/a39bb753/Eden-Hazard
2023,Real Madrid,La Liga,Vinicius Júnior,BRA,FW,22,2000,31.4,10,77,36,46.8,2.45,1.15,0.13,0.28,16.2,0,0,0,10.5,10.5,0.14,-0.5,-0.5,https://fbref.com/en/players/7111d552/Vinicius-Junior
2023,Real Madrid,La Liga,Toni Kroos,GER,MF,32,1990,23.9,2,31,11,35.5,1.29,0.46,0.06,0.18,25.4,5,0,0,1.4,1.4,0.05,0.6,0.6,https://fbref.com/en/players/6ce1f46f/Toni-Kroos
2023,Real Madrid,La Liga,Andriy Lunin,UKR,GK,23,1999,7,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/3061e1ec/Andriy-Lunin
2023,Real Madrid,La Liga,Mariano,DOM,FW,28,1993,1.7,0,5,0,0,2.87,0,0,NA,10.3,0,0,0,0.6,0.6,0.11,-0.6,-0.6,https://fbref.com/en/players/5c4dc0ff/Mariano
2023,Real Madrid,La Liga,Ferland Mendy,FRA,DF,27,1995,15,0,1,0,0,0.07,0,0,NA,7.3,0,0,0,0.3,0.3,0.26,-0.3,-0.3,https://fbref.com/en/players/3cefcaef/Ferland-Mendy
2023,Real Madrid,La Liga,Éder Militão,BRA,DF,24,1998,30,5,22,8,36.4,0.73,0.27,0.23,0.63,13.8,0,0,0,2.4,2.4,0.11,2.6,2.6,https://fbref.com/en/players/2784f898/Eder-Militao
2023,Real Madrid,La Liga,Luka Modrić,CRO,MF,36,1985,19.4,4,29,5,17.2,1.5,0.26,0.1,0.6,20.2,1,1,1,4.2,3.4,0.12,-0.2,-0.4,https://fbref.com/en/players/6025fab1/Luka-Modric
2023,Real Madrid,La Liga,Nacho,ESP,DF,32,1990,18.2,1,9,4,44.4,0.49,0.22,0.11,0.25,14.5,0,0,0,0.8,0.8,0.09,0.2,0.2,https://fbref.com/en/players/2946f9a1/Nacho
2023,Real Madrid,La Liga,Álvaro Odriozola,ESP,DF,26,1995,0.4,0,1,0,0,2.31,0,0,NA,13.7,0,0,0,0.2,0.2,0.24,-0.2,-0.2,https://fbref.com/en/players/1d1691ad/Alvaro-Odriozola
2023,Real Madrid,La Liga,Álvaro Rodríguez,URU,FW,18,2004,0.9,1,2,1,50,2.28,1.14,0.5,1,8,0,0,0,0.2,0.2,0.12,0.8,0.8,https://fbref.com/en/players/49a6ecbb/Alvaro-Rodriguez
2023,Real Madrid,La Liga,Rodrygo,BRA,"FW,MF",21,2001,26.4,9,97,31,32,3.67,1.17,0.08,0.26,16.6,8,1,1,13.7,12.9,0.13,-4.7,-4.9,https://fbref.com/en/players/8f5e92a6/Rodrygo
2023,Real Madrid,La Liga,Antonio Rüdiger,GER,DF,29,1993,26.8,1,22,4,18.2,0.82,0.15,0.05,0.25,14.8,0,0,0,1.8,1.8,0.08,-0.8,-0.8,https://fbref.com/en/players/18b896d6/Antonio-Rudiger
2023,Real Madrid,La Liga,Aurélien Tchouaméni,FRA,MF,22,2000,23.5,0,38,6,15.8,1.61,0.25,0,0,22.1,0,0,0,1.8,1.8,0.05,-1.8,-1.8,https://fbref.com/en/players/4f255115/Aurelien-Tchouameni
2023,Real Madrid,La Liga,Jesús Vallejo,ESP,DF,25,1997,0.2,0,1,1,100,4.09,4.09,0,0,5.7,0,0,0,0.3,0.3,0.32,-0.3,-0.3,https://fbref.com/en/players/c2111b45/Jesus-Vallejo
2023,Real Madrid,La Liga,Federico Valverde,URU,"MF,FW",24,1998,27.8,7,63,21,33.3,2.27,0.76,0.11,0.33,22.7,2,0,0,4.3,4.3,0.07,2.7,2.7,https://fbref.com/en/players/0959c2a2/Federico-Valverde
2023,Real Madrid,La Liga,Lucas Vázquez,ESP,DF,31,1991,12.7,4,14,7,50,1.1,0.55,0.29,0.57,18.5,0,0,0,1.9,1.9,0.14,2.1,2.1,https://fbref.com/en/players/fd51b456/Lucas-Vazquez
2023,Real Sociedad,La Liga,Mohamed Ali Cho,FRA,"FW,MF",18,2004,6.5,1,23,12,52.2,3.53,1.84,0.04,0.08,18.3,0,0,0,1.8,1.8,0.08,-0.8,-0.8,https://fbref.com/en/players/f8405304/Mohamed-Ali-Cho
2023,Real Sociedad,La Liga,Ander Barrenetxea,ESP,"FW,DF",20,2001,9.8,3,18,12,66.7,1.85,1.23,0.17,0.25,14.9,2,0,0,3,3,0.17,0,0,https://fbref.com/en/players/200e89e1/Ander-Barrenetxea
2023,Real Sociedad,La Liga,Aritz Elustondo,ESP,DF,28,1994,16.1,0,8,0,0,0.5,0,0,NA,21.5,0,0,0,0.7,0.7,0.09,-0.7,-0.7,https://fbref.com/en/players/f7dc2ae5/Aritz-Elustondo
2023,Real Sociedad,La Liga,Carlos Fernández,ESP,FW,26,1996,7,1,21,5,23.8,3,0.71,0.05,0.2,13.1,0,0,0,2.4,2.4,0.11,-1.4,-1.4,https://fbref.com/en/players/e08647d6/Carlos-Fernandez
2023,Real Sociedad,La Liga,Andoni Gorosabel,ESP,DF,25,1996,19,0,14,1,7.1,0.74,0.05,0,0,21.7,0,0,0,0.6,0.6,0.04,-0.6,-0.6,https://fbref.com/en/players/6f5f82c0/Andoni-Gorosabel
2023,Real Sociedad,La Liga,Ander Guevara,ESP,MF,25,1997,2.5,0,1,0,0,0.41,0,0,NA,23.7,0,0,0,0,0,0.03,0,0,https://fbref.com/en/players/8e48dc61/Ander-Guevara
2023,Real Sociedad,La Liga,Asier Illarramendi,ESP,MF,32,1990,12,1,11,3,27.3,0.92,0.25,0.09,0.33,20.5,0,0,0,0.8,0.8,0.07,0.2,0.2,https://fbref.com/en/players/5ce0b5ba/Asier-Illarramendi
2023,Real Sociedad,La Liga,Alexander Isak,SWE,FW,22,1999,1.7,1,3,1,33.3,1.78,0.59,0.33,1,12,0,0,0,0.2,0.2,0.07,0.8,0.8,https://fbref.com/en/players/8e92be30/Alexander-Isak
2023,Real Sociedad,La Liga,Jon Karrikaburu,ESP,FW,19,2002,1,0,5,1,20,4.84,0.97,0,0,20.1,0,0,0,0.3,0.3,0.06,-0.3,-0.3,https://fbref.com/en/players/211589b8/Jon-Karrikaburu
2023,Real Sociedad,La Liga,Takefusa Kubo,JPN,"FW,MF",21,2001,27.1,9,72,30,41.7,2.66,1.11,0.13,0.3,17.8,3,0,0,5.9,5.9,0.08,3.1,3.1,https://fbref.com/en/players/16aa3654/Takefusa-Kubo
2023,Real Sociedad,La Liga,Robin Le Normand,ESP,DF,25,1996,31.1,0,12,2,16.7,0.39,0.06,0,0,12.8,0,0,0,1,1,0.08,-1,-1,https://fbref.com/en/players/9a64e67e/Robin-Le-Normand
2023,Real Sociedad,La Liga,Jon Magunacelaya,ESP,"MF,FW",22,2000,0.7,0,1,1,100,1.38,1.38,0,0,10.8,0,0,0,0,0,0.02,0,0,https://fbref.com/en/players/d4808594/Jon-Magunacelaya
2023,Real Sociedad,La Liga,Pablo Marín,ESP,"MF,FW",19,2003,4,0,9,4,44.4,2.25,1,0,0,16.6,0,0,0,1.2,1.2,0.14,-1.2,-1.2,https://fbref.com/en/players/a83c19cf/Pablo-Marin
2023,Real Sociedad,La Liga,Ander Martin,ESP,"MF,FW",21,2000,0.5,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/e1e75690/Ander-Martin
2023,Real Sociedad,La Liga,Brais Méndez,ESP,MF,25,1997,26.7,8,60,21,35,2.24,0.79,0.13,0.38,21.4,9,0,0,5.6,5.6,0.09,2.4,2.4,https://fbref.com/en/players/c9e39d91/Brais-Mendez
2023,Real Sociedad,La Liga,Mikel Merino,ESP,MF,26,1996,27.7,2,41,16,39,1.48,0.58,0.05,0.13,18.1,0,0,1,4.4,3.6,0.09,-2.4,-1.6,https://fbref.com/en/players/d080ed5e/Mikel-Merino
2023,Real Sociedad,La Liga,Aihen Muñoz,ESP,DF,24,1997,19.5,0,6,2,33.3,0.31,0.1,0,0,24.8,0,0,0,0.2,0.2,0.03,-0.2,-0.2,https://fbref.com/en/players/228b0d9d/Aihen-Munoz
2023,Real Sociedad,La Liga,Roberto Navarro,ESP,"MF,FW",20,2002,3.9,0,12,5,41.7,3.08,1.28,0,0,17,0,0,0,1,1,0.09,-1,-1,https://fbref.com/en/players/c997b942/Roberto-Navarro
2023,Real Sociedad,La Liga,Olasagasti,ESP,"MF,DF",21,2000,0.7,0,3,1,33.3,4.15,1.38,0,0,29.1,0,0,0,0,0,0.02,0,0,https://fbref.com/en/players/3d99999d/Olasagasti
2023,Real Sociedad,La Liga,Mikel Oyarzabal,ESP,"FW,MF",25,1997,13.5,4,16,8,50,1.19,0.59,0.13,0.25,18.8,0,2,3,4.6,2.3,0.14,-0.6,-0.3,https://fbref.com/en/players/8c3c640c/Mikel-Oyarzabal
2023,Real Sociedad,La Liga,Jon Pacheco,ESP,DF,21,2001,13.3,0,3,0,0,0.23,0,0,NA,17.3,0,0,0,0.1,0.1,0.02,-0.1,-0.1,https://fbref.com/en/players/44150beb/Jon-Pacheco
2023,Real Sociedad,La Liga,Álex Remiro,ESP,GK,27,1995,38,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/374ee424/Alex-Remiro
2023,Real Sociedad,La Liga,Diego Rico,ESP,DF,29,1993,18.3,0,9,3,33.3,0.49,0.16,0,0,27.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2,https://fbref.com/en/players/d9ba39fc/Diego-Rico
2023,Real Sociedad,La Liga,Umar Sadiq,NGA,FW,25,1997,0.9,1,1,1,100,1.1,1.1,1,1,2.9,0,0,0,0.4,0.4,0.43,0.6,0.6,https://fbref.com/en/players/686cbe7d/Umar-Sadiq
2023,Real Sociedad,La Liga,David Silva,ESP,MF,36,1986,21.5,2,30,13,43.3,1.39,0.6,0.07,0.15,15.4,1,0,0,3.8,3.8,0.13,-1.8,-1.8,https://fbref.com/en/players/e2716bd0/David-Silva
2023,Real Sociedad,La Liga,Alex Sola,ESP,DF,23,1999,3.9,0,4,1,25,1.03,0.26,0,0,26.4,0,0,0,0.1,0.1,0.02,-0.1,-0.1,https://fbref.com/en/players/5fa714d5/Alex-Sola
2023,Real Sociedad,La Liga,Alexander Sørloth,NOR,FW,26,1995,26.5,12,63,27,42.9,2.38,1.02,0.19,0.44,11.3,0,0,0,12.7,12.7,0.2,-0.7,-0.7,https://fbref.com/en/players/e92cd3f7/Alexander-Sorloth
2023,Real Sociedad,La Liga,Beñat Turrientes,ESP,"MF,FW",20,2002,1.2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/068f4dec/Benat-Turrientes
2023,Real Sociedad,La Liga,Igor Zubeldia,ESP,DF,25,1997,28.2,1,6,1,16.7,0.21,0.04,0.17,1,14.5,0,0,0,0.9,0.9,0.14,0.1,0.1,https://fbref.com/en/players/5c7845f6/Igor-Zubeldia
2023,Real Sociedad,La Liga,Martín Zubimendi,ESP,MF,23,1999,34.5,1,13,2,15.4,0.38,0.06,0.08,0.5,19.7,0,0,0,1.9,1.9,0.15,-0.9,-0.9,https://fbref.com/en/players/3ee0dd59/Martin-Zubimendi
2023,Sevilla,La Liga,Marcos Acuña,ARG,DF,30,1991,21.2,3,21,5,23.8,0.99,0.24,0.14,0.6,25.6,1,0,0,1.2,1.2,0.06,1.8,1.8,https://fbref.com/en/players/81442ecb/Marcos-Acuna
2023,Sevilla,La Liga,Carlos Álvarez,ESP,MF,18,2003,0.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/56bcaaa0/Carlos-Alvarez
2023,Sevilla,La Liga,Loïc Bade,FRA,DF,22,2000,16.1,1,4,2,50,0.25,0.12,0.25,0.5,7.8,0,0,0,0.3,0.3,0.07,0.7,0.7,https://fbref.com/en/players/114bbdee/Loic-Bade
2023,Sevilla,La Liga,Yassine Bounou,MAR,GK,31,1991,23.9,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/f6798fc3/Yassine-Bounou
2023,Sevilla,La Liga,Manu Bueno,ESP,MF,18,2004,1.7,0,1,1,100,0.6,0.6,0,0,29.2,0,0,0,0,0,0.02,0,0,https://fbref.com/en/players/c5642098/Manu-Bueno
2023,Sevilla,La Liga,Carmona,ESP,DF,20,2002,5.9,2,5,2,40,0.85,0.34,0.4,1,14.3,0,0,0,0.8,0.8,0.17,1.2,1.2,https://fbref.com/en/players/2dce876a/Carmona
2023,Sevilla,La Liga,Jesús Corona,MEX,FW,29,1993,1.2,1,1,1,100,0.81,0.81,1,1,11.8,0,0,0,0.5,0.5,0.46,0.5,0.5,https://fbref.com/en/players/fb938d24/Jesus-Corona
2023,Sevilla,La Liga,Thomas Delaney,DEN,MF,30,1991,3.4,0,3,1,33.3,0.87,0.29,0,0,18.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2,https://fbref.com/en/players/fe641c1a/Thomas-Delaney
2023,Sevilla,La Liga,Marko Dmitrović,SRB,GK,30,1992,14.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/ac295d9e/Marko-Dmitrovic
2023,Sevilla,La Liga,Kasper Dolberg,DEN,FW,24,1997,2.2,0,2,1,50,0.91,0.46,0,0,17.3,0,0,0,0,0,0.02,0,0,https://fbref.com/en/players/cc83b74d/Kasper-Dolberg
2023,Sevilla,La Liga,Youssef En-Nesyri,MAR,FW,25,1997,18.5,8,60,23,38.3,3.25,1.25,0.13,0.35,11.6,0,0,0,8.1,8.1,0.14,-0.1,-0.1,https://fbref.com/en/players/04e17fd5/Youssef-En-Nesyri
2023,Sevilla,La Liga,Fernando,BRA,"MF,DF",35,1987,17.5,0,6,0,0,0.34,0,0,NA,24.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2,https://fbref.com/en/players/41f32541/Fernando
2023,Sevilla,La Liga,Bryan Gil,ESP,"FW,DF",21,2001,10.2,2,17,4,23.5,1.67,0.39,0.12,0.5,13.7,0,0,0,2.9,2.9,0.17,-0.9,-0.9,https://fbref.com/en/players/7b5ab7f2/Bryan-Gil
2023,Sevilla,La Liga,Papu Gómez,ARG,"FW,MF",34,1988,11.8,1,22,7,31.8,1.86,0.59,0.05,0.14,21.4,0,0,0,1.4,1.4,0.06,-0.4,-0.4,https://fbref.com/en/players/6e4df551/Papu-Gomez
2023,Sevilla,La Liga,Nemanja Gudelj,SRB,"DF,MF",30,1991,30.9,3,38,9,23.7,1.23,0.29,0.08,0.33,25.8,3,0,0,1.7,1.7,0.05,1.3,1.3,https://fbref.com/en/players/0076ab7f/Nemanja-Gudelj
2023,Sevilla,La Liga,Pape Gueye,SEN,MF,23,1999,13,1,20,5,25,1.54,0.38,0.05,0.2,19.2,0,0,0,1.3,1.3,0.06,-0.3,-0.3,https://fbref.com/en/players/7155e3e1/Pape-Gueye
2023,Sevilla,La Liga,Isco,ESP,"MF,FW",30,1992,8.9,0,4,1,25,0.45,0.11,0,0,15.6,0,0,0,0.4,0.4,0.11,-0.4,-0.4,https://fbref.com/en/players/a0b4bb3e/Isco
2023,Sevilla,La Liga,Diego Iturralde,ESP,DF,19,2003,0.5,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/9d33c71a/Diego-Iturralde
2023,Sevilla,La Liga,Adnan Januzaj,BEL,FW,27,1995,0.5,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/4737cebe/Adnan-Januzaj
2023,Sevilla,La Liga,Joan Jordán,ESP,MF,28,1994,17.7,0,13,3,23.1,0.73,0.17,0,0,21.4,3,0,0,0.9,0.9,0.07,-0.9,-0.9,https://fbref.com/en/players/2a0c8ba4/Joan-Jordan
2023,Sevilla,La Liga,Érik Lamela,ARG,"FW,MF",30,1992,20.5,6,47,23,48.9,2.29,1.12,0.13,0.26,15,2,0,0,5.3,5.3,0.11,0.7,0.7,https://fbref.com/en/players/abe66106/Erik-Lamela
2023,Sevilla,La Liga,Marcão,BRA,DF,26,1996,4.2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/133faa84/Marcao
2023,Sevilla,La Liga,Rafa Mir,ESP,FW,25,1997,14.4,6,50,15,30,3.47,1.04,0.12,0.4,12.5,0,0,0,7.4,7.4,0.15,-1.4,-1.4,https://fbref.com/en/players/bbf5c11b/Rafa-Mir
2023,Sevilla,La Liga,Gonzalo Montiel,ARG,DF,25,1997,16.9,0,8,1,12.5,0.47,0.06,0,0,13.7,0,0,0,0.8,0.8,0.09,-0.8,-0.8,https://fbref.com/en/players/374d5158/Gonzalo-Montiel
2023,Sevilla,La Liga,Jesús Navas,ESP,"DF,FW",36,1985,22,0,10,3,30,0.45,0.14,0,0,24.8,0,0,0,0.3,0.3,0.03,-0.3,-0.3,https://fbref.com/en/players/3f10bd22/Jesus-Navas
2023,Sevilla,La Liga,Tanguy Nianzou,FRA,DF,20,2002,15.2,1,6,1,16.7,0.4,0.07,0.17,1,12,0,0,0,0.5,0.5,0.08,0.5,0.5,https://fbref.com/en/players/5853ac44/Tanguy-Nianzou
2023,Sevilla,La Liga,Lucas Ocampos,ARG,"FW,MF",28,1994,12.9,4,27,6,22.2,2.09,0.46,0.04,0.17,16.4,0,3,3,4.5,2.1,0.08,-0.5,-1.1,https://fbref.com/en/players/a08b974a/Lucas-Ocampos
2023,Sevilla,La Liga,Pedro Ortiz,ESP,MF,21,2000,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/f9358b61/Pedro-Ortiz
2023,Sevilla,La Liga,Ivan Rakitić,CRO,MF,34,1988,19.9,1,29,8,27.6,1.46,0.4,0,0,27.3,5,1,2,3.3,1.7,0.06,-2.3,-1.7,https://fbref.com/en/players/89f951b5/Ivan-Rakitic
2023,Sevilla,La Liga,Karim Rekik,NED,DF,27,1994,13.1,1,8,1,12.5,0.61,0.08,0.13,1,15.6,0,0,0,0.8,0.8,0.1,0.2,0.2,https://fbref.com/en/players/3376a776/Karim-Rekik
2023,Sevilla,La Liga,Iván Romero,ESP,MF,21,2001,0.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/2fbe6af0/Ivan-Romero
2023,Sevilla,La Liga,Kike Salas,ESP,DF,20,2002,4.1,1,3,1,33.3,0.73,0.24,0.33,1,8.7,0,0,0,0.2,0.2,0.05,0.8,0.8,https://fbref.com/en/players/0a69de7b/Kike-Salas
2023,Sevilla,La Liga,Suso,ESP,"MF,FW",28,1993,11.8,2,24,9,37.5,2.03,0.76,0.08,0.22,24.1,2,0,0,1.1,1.1,0.05,0.9,0.9,https://fbref.com/en/players/4e219ad2/Suso
2023,Sevilla,La Liga,Alex Telles,BRA,DF,29,1992,15.9,0,12,1,8.3,0.76,0.06,0,0,22.5,1,0,0,0.4,0.4,0.04,-0.4,-0.4,https://fbref.com/en/players/e73c9bb2/Alex-Telles
2023,Sevilla,La Liga,Óliver Torres,ESP,"MF,FW",27,1994,23.7,3,22,7,31.8,0.93,0.29,0.14,0.43,17.1,0,0,0,2.6,2.6,0.12,0.4,0.4,https://fbref.com/en/players/58a9a4d9/Oliver-Torres
2023,Valencia,La Liga,Domingos André Ribeiro Almeida,POR,MF,22,2000,28.2,2,23,8,34.8,0.82,0.28,0.09,0.25,22.7,3,0,0,1.4,1.4,0.06,0.6,0.6,https://fbref.com/en/players/e6697917/Domingos-Andre-Ribeiro-Almeida
2023,Valencia,La Liga,Marcos André,BRA,"FW,MF",25,1996,5,1,17,2,11.8,3.42,0.4,0.06,0.5,14.6,0,0,0,1.5,1.3,0.08,-0.5,-0.3,https://fbref.com/en/players/ae86d473/Marcos-Andre
2023,Valencia,La Liga,Samu Castillejo,ESP,"FW,MF",27,1995,15.1,4,37,10,27,2.44,0.66,0.11,0.4,18.5,2,0,0,2.9,2.9,0.08,1.1,1.1,https://fbref.com/en/players/130a7a3f/Samu-Castillejo
2023,Valencia,La Liga,Edinson Cavani,URU,FW,35,1987,16.1,5,31,8,25.8,1.93,0.5,0.1,0.38,14.7,3,2,3,6,3.6,0.12,-1,-0.6,https://fbref.com/en/players/527f063d/Edinson-Cavani
2023,Valencia,La Liga,Eray Cömert,SUI,DF,24,1998,18.6,1,10,6,60,0.54,0.32,0.1,0.17,18.2,0,0,0,0.5,0.5,0.05,0.5,0.5,https://fbref.com/en/players/15937e17/Eray-Comert
2023,Valencia,La Liga,Thierry Correia,POR,DF,23,1999,22.3,0,6,0,0,0.27,0,0,NA,19.1,0,0,0,0.3,0.3,0.05,-0.3,-0.3,https://fbref.com/en/players/c78b352d/Thierry-Correia
2023,Valencia,La Liga,Mouctar Diakhaby,GUI,DF,25,1996,27.2,3,21,7,33.3,0.77,0.26,0.14,0.43,10.9,0,0,0,2.7,2.7,0.13,0.3,0.3,https://fbref.com/en/players/d2110326/Mouctar-Diakhaby
2023,Valencia,La Liga,Hugo Duro,ESP,FW,22,1999,15.4,1,32,9,28.1,2.08,0.58,0.03,0.11,11.9,0,0,1,4.4,3.6,0.11,-3.4,-2.6,https://fbref.com/en/players/37e103f8/Hugo-Duro
2023,Valencia,La Liga,Dimitri Foulquier,FRA,DF,29,1993,19.3,0,3,0,0,0.16,0,0,NA,13.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2,https://fbref.com/en/players/45e17712/Dimitri-Foulquier
2023,Valencia,La Liga,Maxi Gómez,URU,FW,25,1996,1.2,0,3,0,0,2.5,0,0,NA,18.9,1,0,0,0.2,0.2,0.07,-0.2,-0.2,https://fbref.com/en/players/4c2e9442/Maxi-Gomez
2023,Valencia,La Liga,Nicolás González,ESP,MF,20,2002,15.6,1,14,3,21.4,0.9,0.19,0.07,0.33,15.2,0,0,0,1.5,1.5,0.11,-0.5,-0.5,https://fbref.com/en/players/2c56a792/Nicolas-Gonzalez
2023,Valencia,La Liga,Javier Guerra,ESP,MF,19,2003,6.7,1,15,6,40,2.23,0.89,0.07,0.17,20.8,0,0,0,0.9,0.9,0.06,0.1,0.1,https://fbref.com/en/players/3828f130/Javier-Guerra
2023,Valencia,La Liga,Hugo Guillamón,ESP,MF,22,2000,18.1,1,3,1,33.3,0.17,0.06,0,0,22.7,0,1,1,1.1,0.3,0.1,-0.1,-0.3,https://fbref.com/en/players/f7c12fbf/Hugo-Guillamon
2023,Valencia,La Liga,Justin Kluivert,NED,"FW,MF",23,1999,16.1,6,43,15,34.9,2.67,0.93,0.12,0.33,18.1,2,1,1,6.6,5.9,0.14,-0.6,-0.9,https://fbref.com/en/players/4c3a6744/Justin-Kluivert
2023,Valencia,La Liga,Toni Lato,ESP,"DF,MF",24,1997,10.2,1,9,1,11.1,0.89,0.1,0.11,1,17.3,1,0,0,0.8,0.8,0.09,0.2,0.2,https://fbref.com/en/players/8e088e04/Toni-Lato
2023,Valencia,La Liga,Samuel Lino,BRA,"FW,MF",22,1999,32.1,6,96,33,34.4,2.99,1.03,0.06,0.18,17.9,0,0,0,7.8,7.7,0.08,-1.8,-1.7,https://fbref.com/en/players/2a295d33/Samuel-Lino
2023,Valencia,La Liga,Diego López,ESP,"FW,MF",20,2002,5,3,12,8,66.7,2.42,1.61,0.25,0.38,10.5,0,0,0,3.5,3.5,0.3,-0.5,-0.5,https://fbref.com/en/players/c487901c/Diego-Lopez
2023,Valencia,La Liga,José Luis Gayà,ESP,DF,27,1995,30.1,1,22,8,36.4,0.73,0.27,0.05,0.13,23.8,2,0,1,1.9,1.1,0.05,-0.9,-0.1,https://fbref.com/en/players/b05e2dbd/Jose-Luis-Gaya
2023,Valencia,La Liga,Giorgi Mamardashvili,GEO,GK,21,2000,38,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/d4b73232/Giorgi-Mamardashvili
2023,Valencia,La Liga,Alberto Marí,ESP,"FW,MF",21,2001,1,1,2,1,50,2.09,1.05,0.5,1,10.7,0,0,0,0.2,0.2,0.12,0.8,0.8,https://fbref.com/en/players/44330c36/Alberto-Mari
2023,Valencia,La Liga,Ilaix Moriba,GUI,MF,19,2003,11.2,0,21,5,23.8,1.87,0.45,0,0,22.5,1,0,0,1.2,1.2,0.06,-1.2,-1.2,https://fbref.com/en/players/f4c69aa6/Ilaix-Moriba
2023,Valencia,La Liga,Cristhian Mosquera,ESP,DF,18,2004,1.6,0,2,0,0,1.24,0,0,NA,9.3,0,0,0,0.2,0.2,0.1,-0.2,-0.2,https://fbref.com/en/players/dc1ce4f5/Cristhian-Mosquera
2023,Valencia,La Liga,Yunus Musah,USA,MF,19,2002,23.4,0,22,3,13.6,0.94,0.13,0,0,18.4,0,0,0,1.8,1.8,0.08,-1.8,-1.8,https://fbref.com/en/players/b51b1b9c/Yunus-Musah
2023,Valencia,La Liga,Cenk Özkacar,TUR,DF,21,2000,15.2,0,11,2,18.2,0.73,0.13,0,0,12.8,0,0,0,0.8,0.8,0.07,-0.8,-0.8,https://fbref.com/en/players/9a93efc9/Cenk-Ozkacar
2023,Valencia,La Liga,Gabriel Paulista,BRA,DF,31,1990,16.7,1,14,2,14.3,0.84,0.12,0.07,0.5,17.4,0,0,0,0.7,0.7,0.05,0.3,0.3,https://fbref.com/en/players/b7ca5c51/Gabriel-Paulista
