Season_End_Year,Squad,Comp,Player,Nation,Pos,Age,Born,Mins_Per_90,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Challenges,Att_Challenges,Tkl_percent_Challenges,Lost_Challenges,Blocks_Blocks,Sh_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err,Url
2024,Alavés,La Liga,Ander Guevara,ESP,MF,26,1997,32.6,59,32,28,25,6,31,64,48.4,33,34,12,22,13,72,46,1,https://fbref.com/en/players/8e48dc61/Ander-Guevara
2024,Alavés,La Liga,Jon Guridi,ESP,MF,28,1995,29.8,42,24,10,27,5,12,45,26.7,33,23,3,20,22,64,22,0,https://fbref.com/en/players/4c0a6a48/Jon-Guridi
2024,Alavés,La Liga,Ianis Hagi,ROU,"MF,FW",24,1998,8.9,17,12,2,14,1,5,12,41.7,7,8,0,8,5,22,4,0,https://fbref.com/en/players/0127419a/Ianis-Hagi
2024,Alavés,La Liga,Jon Karrikaburu,ESP,"MF,FW",20,2002,0.2,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,https://fbref.com/en/players/211589b8/Jon-Karrikaburu
2024,Alavés,La Liga,Kiké,ESP,"FW,MF",33,1989,15.8,8,4,2,3,3,4,9,44.4,5,16,5,11,1,9,12,0,https://fbref.com/en/players/e897d8ba/Kike
2024,Alavés,La Liga,Javi López,ESP,DF,21,2002,26.5,23,12,11,9,3,15,26,57.7,11,25,9,16,10,33,77,1,https://fbref.com/en/players/e9ada8cf/Javi-Lopez
2024,Alavés,La Liga,Rafa Marín,ESP,DF,21,2002,27.1,32,20,23,9,0,14,27,51.9,13,34,21,13,33,65,129,2,https://fbref.com/en/players/3239a8ed/Rafa-Marin
2024,Alavés,La Liga,Tomás Mendes,ESP,MF,18,2004,0.1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,https://fbref.com/en/players/45f771db/Tomas-Mendes
2024,Alavés,La Liga,Miguel,ESP,"FW,MF",23,1999,0.7,0,0,0,0,0,0,0,NA,0,2,0,2,0,0,0,0,https://fbref.com/en/players/6763373d/Miguel
2024,Alavés,La Liga,Samu Omorodion,ESP,FW,19,2004,21.3,6,3,1,4,1,0,4,0,4,11,2,9,1,7,14,0,https://fbref.com/en/players/dc44b03c/Samu-Omorodion
2024,Alavés,La Liga,Eneko Ortiz,ESP,DF,20,2003,0.2,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,https://fbref.com/en/players/dc5ea86b/Eneko-Ortiz
2024,Alavés,La Liga,Jesús Owono,EQG,GK,22,2001,4,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,3,0,https://fbref.com/en/players/d6e3d7fb/Jesus-Owono
2024,Alavés,La Liga,Joaquín Panichelli,ARG,"FW,MF",20,2002,2.5,3,3,1,1,1,1,2,50,1,1,0,1,1,4,4,0,https://fbref.com/en/players/ae14af56/Joaquin-Panichelli
2024,Alavés,La Liga,Victor Parada,ESP,"FW,MF",21,2002,0,1,1,0,1,0,1,1,100,0,0,0,0,0,1,0,0,https://fbref.com/en/players/8ca358c5/Victor-Parada
2024,Alavés,La Liga,Abderrahman Rebbach,ALG,"FW,MF",24,1998,8,9,5,4,2,3,5,15,33.3,10,10,1,9,3,12,7,0,https://fbref.com/en/players/9a796115/Abderrahman-Rebbach
2024,Alavés,La Liga,Luis Rioja,ESP,"FW,MF",29,1993,27.8,27,19,10,12,5,14,43,32.6,29,28,1,27,16,43,28,0,https://fbref.com/en/players/eb3dd471/Luis-Rioja
2024,Alavés,La Liga,Unai Ropero,ESP,MF,21,2001,0.1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,https://fbref.com/en/players/7868c973/Unai-Ropero
2024,Alavés,La Liga,Aleksandar Sedlar,SRB,DF,31,1991,10.5,14,10,10,4,0,10,16,62.5,6,8,4,4,13,27,43,0,https://fbref.com/en/players/a35134ae/Aleksandar-Sedlar
2024,Alavés,La Liga,Giuliano Simeone,ARG,FW,20,2002,7,7,5,2,3,2,5,17,29.4,12,10,0,10,5,12,3,0,https://fbref.com/en/players/a6536561/Giuliano-Simeone
2024,Alavés,La Liga,Antonio Sivera,ESP,GK,26,1996,34,0,0,0,0,0,0,1,0,1,0,0,0,0,0,17,1,https://fbref.com/en/players/9970da54/Antonio-Sivera
2024,Alavés,La Liga,Alex Sola,ESP,"FW,MF",24,1999,14,27,15,11,9,7,14,26,53.8,12,18,2,16,11,38,16,0,https://fbref.com/en/players/5fa714d5/Alex-Sola
2024,Alavés,La Liga,Mamadou Sylla,SEN,"FW,MF",29,1994,0.2,0,0,0,0,0,0,0,NA,0,1,1,0,0,0,1,0,https://fbref.com/en/players/e5ec95f8/Mamadou-Sylla
2024,Alavés,La Liga,Nahuel Tenaglia,ARG,DF,27,1996,12.7,29,19,22,4,3,16,28,57.1,12,14,8,6,12,41,59,0,https://fbref.com/en/players/66654daa/Nahuel-Tenaglia
2024,Alavés,La Liga,Carlos Vicente,ESP,FW,24,1999,12.4,16,6,7,7,2,10,25,40,15,4,0,4,4,20,9,0,https://fbref.com/en/players/90df343e/Carlos-Vicente
2024,Alavés,La Liga,Xeber,ESP,"FW,MF",26,1997,3.4,5,5,3,2,0,3,7,42.9,4,2,1,1,1,6,2,0,https://fbref.com/en/players/d2c8aacc/Xeber
2024,Almería,La Liga,Sergio Akieme,ESP,DF,25,1997,18.6,27,15,18,7,2,13,16,81.3,3,14,4,10,10,37,34,0,https://fbref.com/en/players/06efa9dc/Sergio-Akieme
2024,Almería,La Liga,Sergio Arribas,ESP,"MF,FW",21,2001,22.7,34,17,16,17,1,14,31,45.2,17,20,1,19,16,50,8,1,https://fbref.com/en/players/1e465e70/Sergio-Arribas
2024,Almería,La Liga,Iddrisu Baba,GHA,MF,27,1996,15.9,46,26,27,18,1,17,39,43.6,22,20,6,14,11,57,27,2,https://fbref.com/en/players/bfd381b3/Iddrisu-Baba
2024,Almería,La Liga,Srđan Babić,SRB,DF,27,1996,1,2,2,0,2,0,1,1,100,0,1,1,0,0,2,2,0,https://fbref.com/en/players/075fe5a3/Srdjan-Babic
2024,Almería,La Liga,Léo Baptistão,BRA,FW,30,1992,20.4,25,16,12,8,5,9,25,36,16,13,1,12,11,36,22,0,https://fbref.com/en/players/35f6db55/Leo-Baptistao
2024,Almería,La Liga,Álex Centelles,ESP,DF,25,1997,10.9,11,6,9,2,0,8,18,44.4,10,5,2,3,18,29,29,0,https://fbref.com/en/players/ae852b7d/Alex-Centelles
2024,Almería,La Liga,Chumi,ESP,DF,24,1999,27,34,22,22,12,0,16,26,61.5,10,38,23,15,14,48,107,3,https://fbref.com/en/players/2475cf9b/Chumi
2024,Almería,La Liga,Adri Embarba,ESP,"FW,MF",31,1992,27.5,55,37,29,15,11,26,53,49.1,27,37,1,36,15,70,12,0,https://fbref.com/en/players/db8f0eba/Adri-Embarba
2024,Almería,La Liga,Fernando,ESP,GK,33,1990,4,0,0,0,0,0,0,0,NA,0,1,0,1,0,0,2,0,https://fbref.com/en/players/dabb2827/Fernando
2024,Almería,La Liga,Rachad Fettal,MAR,FW,18,2005,0.2,1,1,1,0,0,0,0,NA,0,0,0,0,0,1,0,0,https://fbref.com/en/players/ae9a9b2d/Rachad-Fettal
2024,Almería,La Liga,Édgar González,ESP,"DF,MF",26,1997,28,45,21,22,20,3,25,49,51,24,48,28,20,38,83,130,3,https://fbref.com/en/players/49d028db/Edgar-Gonzalez
2024,Almería,La Liga,Luis Javier Suárez,COL,FW,25,1997,10.2,7,5,2,5,0,2,6,33.3,4,11,0,11,0,7,13,0,https://fbref.com/en/players/eeba07f8/Luis-Javier-Suarez
2024,Almería,La Liga,Kaiky,BRA,DF,19,2004,5.8,7,4,6,0,1,3,6,50,3,9,7,2,3,10,29,1,https://fbref.com/en/players/55634fb8/Kaiky
2024,Almería,La Liga,Ibrahima Koné,MLI,FW,24,1999,3.1,1,0,1,0,0,1,1,100,0,1,0,1,0,1,4,0,https://fbref.com/en/players/04bb2b06/Ibrahima-Kone
2024,Almería,La Liga,Bruno Langa,MOZ,DF,25,1997,9.1,17,12,10,5,2,6,14,42.9,8,11,4,7,4,21,33,2,https://fbref.com/en/players/72947847/Bruno-Langa
2024,Almería,La Liga,Lázaro,BRA,"FW,MF",21,2002,3.2,4,1,2,0,2,2,8,25,6,4,0,4,1,5,1,0,https://fbref.com/en/players/86ff856b/Lazaro
2024,Almería,La Liga,Dion Lopy,SEN,MF,21,2002,21.3,62,37,36,20,6,17,44,38.6,27,23,5,18,15,77,22,2,https://fbref.com/en/players/64c14d49/Dion-Lopy
2024,Almería,La Liga,Anthony Lozano,HON,FW,30,1993,8.6,7,5,2,5,0,4,7,57.1,3,6,1,5,2,9,12,0,https://fbref.com/en/players/38699c72/Anthony-Lozano
2024,Almería,La Liga,Diego Mariño,ESP,GK,33,1990,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0,https://fbref.com/en/players/d9235a45/Diego-Marino
2024,Almería,La Liga,Luís Maximiano,POR,GK,24,1999,33,0,0,0,0,0,0,1,0,1,0,0,0,0,0,19,2,https://fbref.com/en/players/3318286e/Luis-Maximiano
2024,Almería,La Liga,Gonzalo Melero,ESP,"MF,FW",29,1994,12.3,14,8,7,5,2,7,19,36.8,12,12,4,8,4,18,11,0,https://fbref.com/en/players/3902e91b/Gonzalo-Melero
2024,Almería,La Liga,Houboulang Mendes,GNB,DF,25,1998,4.4,16,13,11,5,0,8,16,50,8,4,2,2,1,17,17,1,https://fbref.com/en/players/1545cf15/Houboulang-Mendes
2024,Almería,La Liga,Marko Milovanović,SRB,"FW,MF",19,2003,3.4,4,4,1,3,0,2,4,50,2,2,0,2,0,4,5,0,https://fbref.com/en/players/1fda2b14/Marko-Milovanovic
2024,Almería,La Liga,César Montes,MEX,DF,26,1997,19.9,22,13,13,9,0,9,18,50,9,21,9,12,11,33,94,0,https://fbref.com/en/players/28e957d7/Cesar-Montes
2024,Almería,La Liga,Marcos Peña,ESP,MF,18,2005,4.9,19,14,12,7,0,6,12,50,6,9,3,6,13,32,8,0,https://fbref.com/en/players/736c14ec/Marcos-Pena
2024,Almería,La Liga,Alejandro Pozo Pozo,ESP,"DF,MF",24,1999,10.8,19,12,11,6,2,12,20,60,8,14,4,10,7,26,21,0,https://fbref.com/en/players/3c16d927/Alejandro-Pozo-Pozo
2024,Almería,La Liga,Marc Pubill,ESP,DF,20,2003,20.9,47,23,35,8,4,22,39,56.4,17,20,8,12,15,62,83,1,https://fbref.com/en/players/365113c0/Marc-Pubill
2024,Almería,La Liga,Arnau Puigmal,ESP,"FW,DF",22,2001,2.8,2,1,1,1,0,1,3,33.3,2,3,0,3,3,5,2,0,https://fbref.com/en/players/39352da2/Arnau-Puigmal
2024,Almería,La Liga,Aleksandar Radovanović,SRB,DF,29,1993,6.3,8,7,7,1,0,6,6,100,0,8,8,0,11,19,48,0,https://fbref.com/en/players/09507ffa/Aleksandar-Radovanovic
2024,Almería,La Liga,Largie Ramazani,BEL,"FW,MF",22,2001,17.3,12,7,5,6,1,6,26,23.1,20,16,2,14,34,46,10,0,https://fbref.com/en/players/cc9256ef/Largie-Ramazani
2024,Almería,La Liga,Lucas Robertone,ARG,MF,26,1997,26.5,61,33,28,23,10,25,50,50,25,43,9,34,51,112,43,0,https://fbref.com/en/players/a8981944/Lucas-Robertone
2024,Almería,La Liga,Luka Romero,ARG,FW,18,2004,4.9,5,1,2,3,0,2,4,50,2,12,1,11,1,6,2,1,https://fbref.com/en/players/ca6edaa0/Luka-Romero
2024,Almería,La Liga,Paco Sanz,ESP,DF,18,2004,0.3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,https://fbref.com/en/players/b7aa8fd8/Paco-Sanz
2024,Almería,La Liga,Marciano Tchami,GNB,"FW,MF",19,2004,0.5,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,https://fbref.com/en/players/19a5c0b6/Marciano-Tchami
2024,Almería,La Liga,Jonathan Viera,ESP,MF,33,1989,10.1,19,9,6,9,4,10,19,52.6,9,4,0,4,4,23,1,0,https://fbref.com/en/players/efa708aa/Jonathan-Viera
2024,Athletic Club,La Liga,Julen Agirrezabala,ESP,GK,22,2000,2.6,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,https://fbref.com/en/players/a2c1a8d3/Julen-Agirrezabala
2024,Athletic Club,La Liga,Yeray Álvarez,ESP,DF,28,1995,12.8,18,9,15,3,0,12,19,63.2,7,8,5,3,11,29,34,1,https://fbref.com/en/players/3ecc11d8/Yeray-Alvarez
2024,Athletic Club,La Liga,Adu Ares,ESP,FW,21,2001,2.9,8,4,4,2,2,2,3,66.7,1,1,0,1,1,9,0,0,https://fbref.com/en/players/a461f098/Adu-Ares
2024,Athletic Club,La Liga,Yuri Berchiche,ESP,DF,33,1990,21.4,33,25,13,14,6,19,33,57.6,14,28,9,19,20,53,62,0,https://fbref.com/en/players/b6e50615/Yuri-Berchiche
2024,Athletic Club,La Liga,Álex Berenguer,ESP,FW,28,1995,17.7,23,14,9,9,5,7,24,29.2,17,23,0,23,5,28,13,0,https://fbref.com/en/players/dc1c2fce/Alex-Berenguer
2024,Athletic Club,La Liga,Iñigo Ruiz de Galarreta,ESP,MF,29,1993,23.2,49,31,15,26,8,24,49,49,25,18,5,13,12,61,17,0,https://fbref.com/en/players/91f7631f/Inigo-Ruiz-de-Galarreta
2024,Athletic Club,La Liga,Dani García,ESP,MF,33,1990,8.3,17,11,4,7,6,12,24,50,12,9,3,6,8,25,11,0,https://fbref.com/en/players/240d3a0b/Dani-Garcia
2024,Athletic Club,La Liga,Raúl García,ESP,"FW,MF",37,1986,4.7,9,6,2,4,3,4,9,44.4,5,10,1,9,3,12,9,0,https://fbref.com/en/players/b418dbd4/Raul-Garcia
2024,Athletic Club,La Liga,Unai Gómez,ESP,MF,20,2003,9.7,12,10,2,6,4,5,10,50,5,13,2,11,2,14,9,0,https://fbref.com/en/players/37db6cae/Unai-Gomez
2024,Athletic Club,La Liga,Gorka Guruzeta,ESP,FW,26,1996,24.6,34,23,6,25,3,9,30,30,21,36,2,34,17,51,23,0,https://fbref.com/en/players/6b5ea2f4/Gorka-Guruzeta
2024,Athletic Club,La Liga,Ander Herrera,ESP,MF,33,1989,11.4,44,32,11,26,7,20,36,55.6,16,16,6,10,15,59,18,1,https://fbref.com/en/players/436a9dd0/Ander-Herrera
2024,Athletic Club,La Liga,Imanol,ESP,DF,23,2000,5.8,7,5,1,5,1,5,18,27.8,13,6,0,6,7,14,15,0,https://fbref.com/en/players/9e095d72/Imanol
2024,Athletic Club,La Liga,Mikel Jauregizar,ESP,MF,19,2003,1.7,0,0,0,0,0,0,6,0,6,5,0,5,0,0,2,0,https://fbref.com/en/players/2f5c78ca/Mikel-Jauregizar
2024,Athletic Club,La Liga,Iñigo Lekue,ESP,DF,30,1993,22.2,40,22,25,10,5,27,53,50.9,26,24,6,18,15,55,50,0,https://fbref.com/en/players/59b7d823/Inigo-Lekue
2024,Athletic Club,La Liga,Óscar de Marcos,ESP,DF,34,1989,25.1,56,39,26,24,6,42,71,59.2,29,28,6,22,15,71,44,0,https://fbref.com/en/players/9f323c71/Oscar-de-Marcos
2024,Athletic Club,La Liga,Iker Muniain,ESP,"MF,FW",30,1992,6.6,5,1,2,3,0,1,3,33.3,2,4,1,3,0,5,0,0,https://fbref.com/en/players/c05dfb74/Iker-Muniain
2024,Athletic Club,La Liga,Peru Nolaskoain,ESP,"DF,MF",24,1998,0.1,1,1,1,0,0,1,1,100,0,0,0,0,0,1,1,0,https://fbref.com/en/players/857cb4f3/Peru-Nolaskoain
2024,Athletic Club,La Liga,Aingeru Olabarrieta,ESP,FW,17,2005,0.1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,https://fbref.com/en/players/b7e92b0e/Aingeru-Olabarrieta
2024,Athletic Club,La Liga,Aitor Paredes,ESP,DF,23,2000,30,20,11,11,9,0,7,14,50,7,23,11,12,33,53,104,0,https://fbref.com/en/players/b906757a/Aitor-Paredes
2024,Athletic Club,La Liga,Beñat Prados,ESP,"MF,DF",22,2001,16.1,45,28,11,23,11,23,42,54.8,19,32,5,27,23,68,27,0,https://fbref.com/en/players/1f60244a/Benat-Prados
2024,Athletic Club,La Liga,Oihan Sancet,ESP,MF,23,2000,21.9,19,11,3,10,6,8,21,38.1,13,5,1,4,10,29,5,0,https://fbref.com/en/players/bdb624a3/Oihan-Sancet
2024,Athletic Club,La Liga,Unai Simón,ESP,GK,26,1997,35.4,2,1,1,1,0,2,3,66.7,1,0,0,0,1,3,9,0,https://fbref.com/en/players/5dcf3e90/Unai-Simon
2024,Athletic Club,La Liga,Mikel Vesga,ESP,MF,30,1993,17,40,20,11,23,6,19,49,38.8,30,19,7,12,32,72,35,1,https://fbref.com/en/players/b0fce72c/Mikel-Vesga
2024,Athletic Club,La Liga,Asier Villalibre,ESP,FW,25,1997,5.7,2,1,0,0,2,2,2,100,0,2,1,1,0,2,6,0,https://fbref.com/en/players/57be54ec/Asier-Villalibre
2024,Athletic Club,La Liga,Daniel Vivian,ESP,DF,24,1999,32,42,28,29,11,2,28,45,62.2,17,49,25,24,31,73,104,0,https://fbref.com/en/players/ab7bf91d/Daniel-Vivian
2024,Athletic Club,La Liga,Iñaki Williams,GHA,FW,29,1994,31.6,24,17,6,8,10,13,34,38.2,21,42,8,34,14,38,29,0,https://fbref.com/en/players/6a99e0b1/Inaki-Williams
2024,Athletic Club,La Liga,Nico Williams,ESP,FW,21,2002,25.1,31,12,9,15,7,13,36,36.1,23,18,2,16,3,34,4,1,https://fbref.com/en/players/afdc14d7/Nico-Williams
2024,Atlético Madrid,La Liga,César Azpilicueta,ESP,DF,33,1989,15.8,25,14,15,9,1,12,19,63.2,7,25,6,19,16,41,46,0,https://fbref.com/en/players/53cad200/Cesar-Azpilicueta
2024,Atlético Madrid,La Liga,Pablo Barrios,ESP,MF,20,2003,17.3,45,25,15,29,1,19,40,47.5,21,20,3,17,28,73,24,2,https://fbref.com/en/players/45736cec/Pablo-Barrios
2024,Atlético Madrid,La Liga,Yannick Carrasco,BEL,DF,29,1993,2.5,4,4,3,1,0,2,7,28.6,5,2,0,2,1,5,6,0,https://fbref.com/en/players/de39485a/Yannick-Carrasco
2024,Atlético Madrid,La Liga,Ángel Correa,ARG,"FW,MF",28,1995,17,22,15,3,11,8,5,17,29.4,12,13,0,13,2,24,6,0,https://fbref.com/en/players/01eb744d/Angel-Correa
2024,Atlético Madrid,La Liga,Rodrigo De Paul,ARG,MF,29,1994,23.1,31,21,11,14,6,15,38,39.5,23,28,1,27,11,42,15,2,https://fbref.com/en/players/162efffd/Rodrigo-De-Paul
2024,Atlético Madrid,La Liga,Javi Galán,ESP,DF,28,1994,1,5,4,2,2,1,4,5,80,1,1,0,1,1,6,3,0,https://fbref.com/en/players/a4b00319/Javi-Galan
2024,Atlético Madrid,La Liga,Antoine Griezmann,FRA,"FW,MF",32,1991,29.4,33,19,14,14,5,15,41,36.6,26,34,3,31,10,43,23,1,https://fbref.com/en/players/df69b544/Antoine-Griezmann
2024,Atlético Madrid,La Liga,Mario Hermoso,ESP,DF,28,1995,28.4,46,25,29,13,4,28,51,54.9,23,27,9,18,30,76,93,0,https://fbref.com/en/players/555f3a0b/Mario-Hermoso
2024,Atlético Madrid,La Liga,Salim El Jebari,MAR,MF,19,2004,0.1,1,0,0,1,0,0,0,NA,0,0,0,0,0,1,1,0,https://fbref.com/en/players/d068118b/Salim-El-Jebari
2024,Atlético Madrid,La Liga,Koke,ESP,MF,31,1992,27.7,66,44,27,32,7,36,79,45.6,43,37,12,25,16,82,34,1,https://fbref.com/en/players/55126f3b/Koke
2024,Atlético Madrid,La Liga,Thomas Lemar,FRA,MF,27,1995,1.8,3,1,2,1,0,1,2,50,1,0,0,0,0,3,0,0,https://fbref.com/en/players/4dbd0916/Thomas-Lemar
2024,Atlético Madrid,La Liga,Samuel Lino,BRA,"DF,MF",23,1999,23.1,61,34,32,17,12,35,70,50,35,37,1,36,14,75,27,0,https://fbref.com/en/players/2a295d33/Samuel-Lino
2024,Atlético Madrid,La Liga,Marcos Llorente,ESP,"MF,DF",28,1995,28.5,40,23,18,17,5,16,44,36.4,28,36,11,25,14,54,35,0,https://fbref.com/en/players/02c15616/Marcos-Llorente
2024,Atlético Madrid,La Liga,Reinildo Mandava,MOZ,DF,29,1994,8.1,30,22,16,11,3,19,22,86.4,3,10,2,8,15,45,21,0,https://fbref.com/en/players/c20bdcd7/Reinildo-Mandava
2024,Atlético Madrid,La Liga,José María Giménez,URU,DF,28,1995,14.7,18,10,10,7,1,5,16,31.3,11,16,12,4,10,28,95,0,https://fbref.com/en/players/f0da930c/Jose-Maria-Gimenez
2024,Atlético Madrid,La Liga,Memphis,NED,FW,29,1994,9.9,5,2,0,3,2,3,6,50,3,2,0,2,1,6,0,0,https://fbref.com/en/players/8f696594/Memphis
2024,Atlético Madrid,La Liga,Nahuel Molina,ARG,DF,25,1998,20.6,38,22,16,18,4,26,54,48.1,28,19,3,16,9,47,36,1,https://fbref.com/en/players/23610943/Nahuel-Molina
2024,Atlético Madrid,La Liga,Álvaro Morata,ESP,FW,30,1992,21.2,16,10,4,7,5,3,5,60,2,18,3,15,1,17,26,0,https://fbref.com/en/players/129af0db/Alvaro-Morata
2024,Atlético Madrid,La Liga,Saúl Ñíguez,ESP,MF,28,1994,15.3,64,39,29,29,6,30,49,61.2,19,36,9,27,14,78,56,0,https://fbref.com/en/players/c14bc029/Saul-Niguez
2024,Atlético Madrid,La Liga,Jan Oblak,SVN,GK,30,1993,38,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,10,0,https://fbref.com/en/players/ee8508c0/Jan-Oblak
2024,Atlético Madrid,La Liga,Gabriel Paulista,BRA,DF,32,1990,4.5,7,5,4,3,0,3,4,75,1,5,3,2,4,11,27,0,https://fbref.com/en/players/b7ca5c51/Gabriel-Paulista
2024,Atlético Madrid,La Liga,Abdellah Raihani,MAR,FW,19,2004,0.1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,https://fbref.com/en/players/16ec501b/Abdellah-Raihani
2024,Atlético Madrid,La Liga,Rodrigo Riquelme,ESP,"DF,MF",23,2000,17,30,19,18,4,8,18,46,39.1,28,19,0,19,9,39,20,0,https://fbref.com/en/players/65154df0/Rodrigo-Riquelme
2024,Atlético Madrid,La Liga,Stefan Savić,MNE,DF,32,1991,18.1,27,19,16,7,4,15,30,50,15,29,15,14,27,54,61,1,https://fbref.com/en/players/f6ac68c1/Stefan-Savic
2024,Atlético Madrid,La Liga,Çağlar Söyüncü,TUR,DF,27,1996,1.3,1,1,1,0,0,0,0,NA,0,1,0,1,1,2,7,0,https://fbref.com/en/players/21166ff4/Caglar-Soyuncu
2024,Atlético Madrid,La Liga,Arthur Vermeeren,BEL,MF,18,2005,1.8,1,0,0,1,0,0,1,0,1,5,0,5,6,7,2,0,https://fbref.com/en/players/722494dc/Arthur-Vermeeren
2024,Atlético Madrid,La Liga,Axel Witsel,BEL,DF,34,1989,30.9,35,21,23,12,0,17,24,70.8,7,40,21,19,16,51,119,0,https://fbref.com/en/players/5dfc6ad5/Axel-Witsel
2024,Barcelona,La Liga,Marcos Alonso,ESP,DF,32,1990,2.8,5,3,2,3,0,3,4,75,1,2,0,2,4,9,6,0,https://fbref.com/en/players/f4290206/Marcos-Alonso
2024,Barcelona,La Liga,Ronald Araújo,URU,DF,24,1999,22.2,27,22,11,15,1,12,17,70.6,5,20,11,9,12,39,66,2,https://fbref.com/en/players/2bef2bca/Ronald-Araujo
2024,Barcelona,La Liga,Alejandro Balde,ESP,DF,19,2003,15.3,20,11,11,6,3,7,11,63.6,4,14,1,13,5,25,21,1,https://fbref.com/en/players/5ccc9672/Alejandro-Balde
2024,Barcelona,La Liga,João Cancelo,POR,DF,29,1994,27.8,64,44,35,21,8,38,58,65.5,20,35,6,29,29,93,59,1,https://fbref.com/en/players/bd6351cd/Joao-Cancelo
2024,Barcelona,La Liga,Marc Casado,ESP,MF,19,2003,0.2,1,1,1,0,0,1,1,100,0,0,0,0,1,2,2,0,https://fbref.com/en/players/2ef08833/Marc-Casado
2024,Barcelona,La Liga,Andreas Christensen,DEN,"DF,MF",27,1996,22,23,14,7,14,2,16,28,57.1,12,23,10,13,21,44,41,0,https://fbref.com/en/players/1cb49278/Andreas-Christensen
2024,Barcelona,La Liga,Pau Cubarsí,ESP,DF,16,2007,17.3,22,14,18,3,1,13,18,72.2,5,20,16,4,12,34,65,0,https://fbref.com/en/players/cc7888f3/Pau-Cubarsi
2024,Barcelona,La Liga,Abde Ezzalzouli,MAR,"FW,MF",21,2001,0.8,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,https://fbref.com/en/players/bed68338/Abde-Ezzalzouli
2024,Barcelona,La Liga,Ansu Fati,ESP,"MF,FW",20,2002,0.6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,https://fbref.com/en/players/0ba976e4/Ansu-Fati
2024,Barcelona,La Liga,João Félix,POR,FW,23,1999,17.1,22,16,9,7,6,8,22,36.4,14,14,1,13,10,32,11,0,https://fbref.com/en/players/8aafd64f/Joao-Felix
2024,Barcelona,La Liga,Héctor Fort,ESP,DF,16,2006,3.5,6,5,5,1,0,4,10,40,6,0,0,0,2,8,4,0,https://fbref.com/en/players/2e31f3a6/Hector-Fort
2024,Barcelona,La Liga,Eric García,ESP,DF,22,2001,0.6,0,0,0,0,0,0,0,NA,0,1,1,0,0,0,0,0,https://fbref.com/en/players/2bed3eab/Eric-Garcia
2024,Barcelona,La Liga,Gavi,ESP,"MF,FW",18,2004,10.5,39,21,20,14,5,18,36,50,18,19,3,16,8,47,16,1,https://fbref.com/en/players/19cae58d/Gavi
2024,Barcelona,La Liga,Marc Guiu,ESP,"FW,MF",17,2006,0.8,1,0,0,1,0,0,0,NA,0,0,0,0,0,1,0,0,https://fbref.com/en/players/d3d774cc/Marc-Guiu
2024,Barcelona,La Liga,İlkay Gündoğan,GER,MF,32,1990,33.3,32,22,14,16,2,12,39,30.8,27,19,4,15,21,53,18,1,https://fbref.com/en/players/819b3158/Ilkay-Gundogan
2024,Barcelona,La Liga,Frenkie de Jong,NED,MF,26,1997,18.2,43,26,14,23,6,8,19,42.1,11,18,8,10,14,57,28,1,https://fbref.com/en/players/1bacc518/Frenkie-de-Jong
2024,Barcelona,La Liga,Jules Koundé,FRA,DF,24,1998,32.2,37,23,22,10,5,28,51,54.9,23,32,12,20,25,62,83,5,https://fbref.com/en/players/4d1666ff/Jules-Kounde
2024,Barcelona,La Liga,Robert Lewandowski,POL,FW,34,1988,30.6,8,5,0,6,2,4,12,33.3,8,13,4,9,9,17,18,0,https://fbref.com/en/players/8d78e732/Robert-Lewandowski
2024,Barcelona,La Liga,Fermin López,ESP,"MF,FW",20,2003,16.1,41,21,15,18,8,14,40,35,26,14,1,13,4,45,9,0,https://fbref.com/en/players/c1fe5f0b/Fermin-Lopez
2024,Barcelona,La Liga,Iñigo Martínez,ESP,DF,32,1991,14.4,10,7,9,1,0,6,8,75,2,13,10,3,11,21,50,0,https://fbref.com/en/players/3fc45c73/Inigo-Martinez
2024,Barcelona,La Liga,Pedri,ESP,"MF,FW",20,2002,16.4,33,24,16,13,4,8,27,29.6,19,27,3,24,14,47,10,0,https://fbref.com/en/players/0d9b2d31/Pedri
2024,Barcelona,La Liga,Iñaki Peña,ESP,GK,24,1999,10,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,1,https://fbref.com/en/players/cc1c5035/Inaki-Pena
