Season_End_Year,Squad,Comp,Player,Nation,Pos,Age,Born,Mins_Per_90,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Challenges,Att_Challenges,Tkl_percent_Challenges,Lost_Challenges,Blocks_Blocks,Sh_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err,Url
2024,Barcelona,La Liga,Raphinha,BRA,"FW,MF",26,1996,15.2,14,8,6,6,2,4,18,22.2,14,17,1,16,13,27,11,0,https://fbref.com/en/players/3423f250/Raphinha
2024,Barcelona,La Liga,Sergi Roberto,ESP,"MF,DF",31,1992,9.6,15,10,4,10,1,3,11,27.3,8,7,2,5,8,23,7,1,https://fbref.com/en/players/335fa267/Sergi-Roberto
2024,Barcelona,La Liga,Oriol Romeu,ESP,MF,31,1991,10.4,34,20,17,14,3,13,24,54.2,11,12,2,10,10,44,18,0,https://fbref.com/en/players/4b511457/Oriol-Romeu
2024,Barcelona,La Liga,Vitor Roque,BRA,FW,18,2005,3.6,3,2,2,0,1,0,2,0,2,3,0,3,0,3,5,0,https://fbref.com/en/players/cb00f1e6/Vitor-Roque
2024,Barcelona,La Liga,Marc-André ter Stegen,GER,GK,31,1992,28,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,3,3,https://fbref.com/en/players/6f51e382/Marc-Andre-ter-Stegen
2024,Barcelona,La Liga,Ferrán Torres,ESP,FW,23,2000,13.5,9,6,1,6,2,5,16,31.3,11,7,1,6,5,14,6,0,https://fbref.com/en/players/9e1035f8/Ferran-Torres
2024,Barcelona,La Liga,Lamine Yamal,ESP,FW,16,2007,24.5,61,37,32,15,14,18,48,37.5,30,32,0,32,19,80,11,0,https://fbref.com/en/players/82ec26c1/Lamine-Yamal
2024,Betis,La Liga,Abner,BRA,DF,23,2000,15.6,25,19,15,9,1,17,34,50,17,23,5,18,15,40,62,0,https://fbref.com/en/players/7f9c5d2d/Abner
2024,Betis,La Liga,Paul Akouokou,CIV,MF,25,1997,0.3,5,3,0,2,3,3,3,100,0,3,1,2,1,6,1,0,https://fbref.com/en/players/31f5b89b/Paul-Akouokou
2024,Betis,La Liga,Sergi Altimira,ESP,MF,21,2001,6.3,15,8,8,6,1,11,23,47.8,12,12,1,11,9,24,10,0,https://fbref.com/en/players/94acdd4e/Sergi-Altimira
2024,Betis,La Liga,Ezequiel Ávila,ARG,FW,29,1994,3.3,2,1,0,2,0,1,3,33.3,2,2,0,2,1,3,4,0,https://fbref.com/en/players/253a06b9/Ezequiel-Avila
2024,Betis,La Liga,Cédric Bakambu,COD,FW,32,1991,2.2,1,0,0,1,0,0,0,NA,0,2,0,2,0,1,0,0,https://fbref.com/en/players/0af4dcf0/Cedric-Bakambu
2024,Betis,La Liga,Marc Bartra,ESP,DF,32,1991,2.5,4,3,3,1,0,4,5,80,1,3,1,2,3,7,10,0,https://fbref.com/en/players/b742cc0d/Marc-Bartra
2024,Betis,La Liga,Héctor Bellerín,ESP,DF,28,1995,19,34,22,14,16,4,20,53,37.7,33,13,5,8,22,56,40,1,https://fbref.com/en/players/f874dd44/Hector-Bellerin
2024,Betis,La Liga,Claudio Bravo,CHI,GK,40,1983,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,https://fbref.com/en/players/10072610/Claudio-Bravo
2024,Betis,La Liga,Pablo Busto,ESP,DF,17,2005,0.5,1,1,0,0,1,1,1,100,0,0,0,0,1,2,3,0,https://fbref.com/en/players/da82ccb1/Pablo-Busto
2024,Betis,La Liga,Johnny Cardoso,USA,MF,21,2001,14.8,48,29,19,24,5,22,33,66.7,11,20,5,15,32,80,31,0,https://fbref.com/en/players/7426f085/Johnny-Cardoso
2024,Betis,La Liga,William Carvalho,POR,MF,31,1992,7.6,20,12,11,7,2,10,16,62.5,6,8,1,7,8,28,9,1,https://fbref.com/en/players/dee86451/William-Carvalho
2024,Betis,La Liga,Juan Cruz,ESP,FW,23,2000,0.8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,https://fbref.com/en/players/cc2dd8a5/Juan-Cruz
2024,Betis,La Liga,Assane Diao,ESP,FW,17,2005,11.6,20,12,5,9,6,6,17,35.3,11,22,4,18,7,27,7,0,https://fbref.com/en/players/8ae7d0ec/Assane-Diao
2024,Betis,La Liga,Abde Ezzalzouli,MAR,FW,21,2001,9.6,17,14,7,5,5,4,14,28.6,10,10,0,10,5,22,5,0,https://fbref.com/en/players/bed68338/Abde-Ezzalzouli
2024,Betis,La Liga,Nabil Fekir,FRA,"MF,FW",30,1993,11.7,15,10,5,7,3,5,10,50,5,9,0,9,7,22,3,0,https://fbref.com/en/players/bece776f/Nabil-Fekir
2024,Betis,La Liga,Luiz Felipe,ITA,DF,26,1997,4,7,3,5,2,0,4,5,80,1,10,4,6,4,11,16,0,https://fbref.com/en/players/15d0c248/Luiz-Felipe
2024,Betis,La Liga,Pablo Fornals,ESP,"FW,MF",27,1996,12.8,24,16,8,11,5,12,22,54.5,10,14,0,14,22,46,10,2,https://fbref.com/en/players/82927de4/Pablo-Fornals
2024,Betis,La Liga,Andrés Guardado,MEX,MF,36,1986,5,17,12,5,9,3,7,14,50,7,4,2,2,6,23,5,0,https://fbref.com/en/players/ef322658/Andres-Guardado
2024,Betis,La Liga,Luiz Henrique,BRA,FW,22,2001,6.8,15,11,4,10,1,9,14,64.3,5,11,0,11,5,20,8,0,https://fbref.com/en/players/8059806f/Luiz-Henrique
2024,Betis,La Liga,Borja Iglesias,ESP,FW,30,1993,4.5,0,0,0,0,0,0,3,0,3,0,0,0,2,2,2,0,https://fbref.com/en/players/75645f0e/Borja-Iglesias
2024,Betis,La Liga,Isco,ESP,MF,31,1992,25.8,41,27,15,21,5,14,38,36.8,24,19,1,18,10,51,7,0,https://fbref.com/en/players/a0b4bb3e/Isco
2024,Betis,La Liga,Willian José,BRA,FW,31,1991,21.9,7,3,1,2,4,2,5,40,3,8,2,6,2,9,15,0,https://fbref.com/en/players/d87e2cae/Willian-Jose
2024,Betis,La Liga,Juan Miranda,ESP,DF,23,2000,20.6,38,24,21,13,4,17,31,54.8,14,31,6,25,19,57,62,0,https://fbref.com/en/players/ead61f73/Juan-Miranda
2024,Betis,La Liga,Sokratis Papastathopoulos,GRE,DF,35,1988,12.6,21,14,16,5,0,13,17,76.5,4,15,9,6,6,27,60,0,https://fbref.com/en/players/b682dcf6/Sokratis-Papastathopoulos
2024,Betis,La Liga,Ayoze Pérez,ESP,FW,30,1993,25.5,59,32,16,33,10,21,49,42.9,28,42,4,38,22,81,18,0,https://fbref.com/en/players/819aa8e7/Ayoze-Perez
2024,Betis,La Liga,Germán Pezzella,ARG,DF,32,1991,30.7,34,24,24,10,0,23,38,60.5,15,31,18,13,31,65,150,0,https://fbref.com/en/players/8c725b43/German-Pezzella
2024,Betis,La Liga,Chadi Riad,MAR,DF,20,2003,24,35,24,17,18,0,17,27,63,10,23,14,9,23,58,108,0,https://fbref.com/en/players/b3b9b8b8/Chadi-Riad
2024,Betis,La Liga,Marc Roca,ESP,MF,26,1996,22,52,36,17,29,6,30,53,56.6,23,29,6,23,17,69,23,1,https://fbref.com/en/players/da27e268/Marc-Roca
2024,Betis,La Liga,Rodri,ESP,"FW,MF",23,2000,11.7,17,10,6,7,4,8,21,38.1,13,11,0,11,8,25,2,0,https://fbref.com/en/players/85bed4ee/Rodri
2024,Betis,La Liga,Guido Rodríguez,ARG,MF,29,1994,20.5,53,30,21,24,8,34,55,61.8,21,27,6,21,29,82,44,0,https://fbref.com/en/players/34e393f2/Guido-Rodriguez
2024,Betis,La Liga,Aitor Ruibal,ESP,"DF,FW",27,1996,11.3,46,27,28,13,5,32,59,54.2,27,12,1,11,14,60,33,1,https://fbref.com/en/players/a55d8df5/Aitor-Ruibal
2024,Betis,La Liga,Youssouf Sabaly,SEN,DF,30,1993,11.6,16,11,12,3,1,8,12,66.7,4,6,3,3,11,27,27,0,https://fbref.com/en/players/fbbb9269/Youssouf-Sabaly
2024,Betis,La Liga,Rui Silva,POR,GK,29,1994,27.5,0,0,0,0,0,0,3,0,3,0,0,0,1,1,13,1,https://fbref.com/en/players/ea83bfa6/Rui-Silva
2024,Betis,La Liga,Fran Vieites,ESP,GK,24,1999,3.5,1,0,1,0,0,1,1,100,0,0,0,0,0,1,2,1,https://fbref.com/en/players/2ae958ab/Fran-Vieites
2024,Betis,La Liga,Ricardo Visus,ESP,DF,22,2001,1.8,2,2,1,1,0,2,2,100,0,2,2,0,2,4,9,1,https://fbref.com/en/players/7016332f/Ricardo-Visus
2024,Celta Vigo,La Liga,Joseph Aidoo,GHA,DF,27,1995,4.5,8,3,6,2,0,4,8,50,4,3,1,2,4,12,28,0,https://fbref.com/en/players/18abe173/Joseph-Aidoo
2024,Celta Vigo,La Liga,Tadeo Allende,ARG,"MF,FW",24,1999,3.7,6,1,3,2,1,4,6,66.7,2,3,0,3,3,9,3,0,https://fbref.com/en/players/75a66bed/Tadeo-Allende
2024,Celta Vigo,La Liga,Hugo Álvarez,ESP,"MF,DF",20,2003,8.5,14,9,8,3,3,9,20,45,11,4,1,3,5,19,9,0,https://fbref.com/en/players/6f392eb8/Hugo-Alvarez
2024,Celta Vigo,La Liga,Iago Aspas,ESP,FW,35,1987,30.1,11,6,4,6,1,1,15,6.7,14,23,3,20,10,21,8,0,https://fbref.com/en/players/7dcf86f6/Iago-Aspas
2024,Celta Vigo,La Liga,Jonathan Bamba,CIV,"MF,FW",27,1996,22,14,9,4,8,2,2,17,11.8,15,20,0,20,18,32,12,0,https://fbref.com/en/players/b2bd0f6c/Jonathan-Bamba
2024,Celta Vigo,La Liga,Fran Beltrán,ESP,MF,24,1999,27,56,32,22,23,11,24,63,38.1,39,28,2,26,18,74,34,0,https://fbref.com/en/players/ed5c5fa3/Fran-Beltran
2024,Celta Vigo,La Liga,Franco Cervi,ARG,"MF,DF",29,1994,6.1,24,18,13,9,2,13,24,54.2,11,16,0,16,9,33,4,0,https://fbref.com/en/players/5e1028e5/Franco-Cervi
2024,Celta Vigo,La Liga,Carlos Dominguez,ESP,DF,22,2001,17.6,33,21,17,9,7,23,37,62.2,14,24,12,12,22,55,78,0,https://fbref.com/en/players/3521abfe/Carlos-Dominguez
2024,Celta Vigo,La Liga,Carlos Dotor,ESP,MF,22,2001,7.9,14,7,3,8,3,4,13,30.8,9,12,2,10,4,18,4,0,https://fbref.com/en/players/daa2eab3/Carlos-Dotor
2024,Celta Vigo,La Liga,Anastasios Douvikas,GRE,FW,23,1999,10.1,15,7,2,6,7,3,8,37.5,5,6,3,3,2,17,9,0,https://fbref.com/en/players/853ca71c/Anastasios-Douvikas
2024,Celta Vigo,La Liga,Vicente Guaita,ESP,GK,36,1987,26.7,1,1,1,0,0,1,2,50,1,0,0,0,0,1,9,1,https://fbref.com/en/players/ab13a5aa/Vicente-Guaita
2024,Celta Vigo,La Liga,Luca de la Torre,USA,MF,25,1998,21.7,39,21,12,22,5,22,43,51.2,21,23,4,19,12,51,17,0,https://fbref.com/en/players/e9241b40/Luca-de-la-Torre
2024,Celta Vigo,La Liga,Yoel Lago,ESP,DF,19,2004,1,2,0,2,0,0,0,0,NA,0,1,0,1,0,2,2,0,https://fbref.com/en/players/edd4e7a5/Yoel-Lago
2024,Celta Vigo,La Liga,Javier Manquillo,ESP,"DF,MF",29,1994,8.3,15,11,6,5,4,8,15,53.3,7,14,3,11,3,18,17,0,https://fbref.com/en/players/758dd7f0/Javier-Manquillo
2024,Celta Vigo,La Liga,Óscar Mingueza,ESP,"DF,MF",24,1999,33.3,62,38,44,11,7,37,80,46.3,43,38,7,31,17,79,49,2,https://fbref.com/en/players/056269d7/Oscar-Mingueza
2024,Celta Vigo,La Liga,Unai Núñez,ESP,DF,26,1997,31.1,51,28,30,19,2,23,49,46.9,26,38,24,14,52,103,153,3,https://fbref.com/en/players/be170419/Unai-Nunez
2024,Celta Vigo,La Liga,Carles Pérez,ESP,"MF,DF",25,1998,8.6,13,5,6,5,2,7,18,38.9,11,14,1,13,5,18,8,0,https://fbref.com/en/players/a8f21b9f/Carles-Perez
2024,Celta Vigo,La Liga,Mihailo Ristić,SRB,"DF,MF",27,1995,9,15,9,9,6,0,9,12,75,3,9,2,7,10,25,23,0,https://fbref.com/en/players/ea0aa7e0/Mihailo-Ristic
2024,Celta Vigo,La Liga,Damián Rodríguez,ESP,MF,20,2003,2.9,6,3,1,3,2,1,3,33.3,2,4,2,2,1,7,2,0,https://fbref.com/en/players/22371dee/Damian-Rodriguez
2024,Celta Vigo,La Liga,Miguel Rodríguez,ESP,MF,20,2003,3.3,6,3,3,1,2,3,9,33.3,6,8,0,8,4,10,0,0,https://fbref.com/en/players/958d67bb/Miguel-Rodriguez
2024,Celta Vigo,La Liga,Javier Rueda Garcia,ESP,"MF,DF",21,2002,0.2,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,https://fbref.com/en/players/9ace87ba/Javier-Rueda-Garcia
2024,Celta Vigo,La Liga,Manu Sánchez,ESP,"DF,MF",22,2000,19.7,54,28,21,25,8,31,55,56.4,24,23,3,20,19,73,65,0,https://fbref.com/en/players/ffacd3d5/Manu-Sanchez
2024,Celta Vigo,La Liga,Jailson Siqueira,BRA,"DF,MF",27,1995,10,27,18,22,5,0,13,24,54.2,11,13,5,8,12,39,32,0,https://fbref.com/en/players/b4819112/Jailson-Siqueira
2024,Celta Vigo,La Liga,Hugo Sotelo,ESP,MF,19,2003,8,19,17,3,13,3,8,20,40,12,7,1,6,2,21,5,0,https://fbref.com/en/players/3aa74860/Hugo-Sotelo
2024,Celta Vigo,La Liga,Carl Starfelt,SWE,DF,28,1995,24.6,36,30,30,5,1,19,28,67.9,9,35,28,7,34,70,159,2,https://fbref.com/en/players/5cfec13d/Carl-Starfelt
2024,Celta Vigo,La Liga,Jørgen Strand Larsen,NOR,FW,23,2000,31.8,21,11,1,15,5,8,38,21.1,30,15,1,14,5,26,17,0,https://fbref.com/en/players/f553b2b3/Jorgen-Strand-Larsen
2024,Celta Vigo,La Liga,Williot Swedberg,SWE,"FW,MF",19,2004,4.9,9,4,3,6,0,5,8,62.5,3,11,1,10,0,9,4,0,https://fbref.com/en/players/184fe4b2/Williot-Swedberg
2024,Celta Vigo,La Liga,Renato Tapia,PER,"MF,DF",28,1995,14.9,41,29,19,19,3,14,25,56,11,31,7,24,21,62,50,1,https://fbref.com/en/players/34269bdf/Renato-Tapia
2024,Celta Vigo,La Liga,Kevin Vázquez,ESP,DF,30,1993,7.8,15,13,7,7,1,12,21,57.1,9,11,3,8,5,20,25,0,https://fbref.com/en/players/ee923664/Kevin-Vazquez
2024,Celta Vigo,La Liga,Gabriel Veiga,ESP,FW,21,2002,0.2,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,https://fbref.com/en/players/35a6e5c7/Gabriel-Veiga
2024,Celta Vigo,La Liga,Iván Villar,ESP,GK,26,1997,11.3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,0,https://fbref.com/en/players/cde52ef5/Ivan-Villar
2024,Cádiz,La Liga,Rubén Alcaraz,ESP,MF,32,1991,34.8,97,59,39,52,6,50,121,41.3,71,60,14,46,33,130,55,2,https://fbref.com/en/players/036bba5f/Ruben-Alcaraz
2024,Cádiz,La Liga,Iván Alejo,ESP,MF,28,1995,18.8,40,23,23,11,6,17,57,29.8,40,20,0,20,7,47,17,0,https://fbref.com/en/players/3d7e48ce/Ivan-Alejo
2024,Cádiz,La Liga,Isaac Carcelen,ESP,DF,30,1993,29,50,31,30,15,5,25,45,55.6,20,24,7,17,27,77,87,2,https://fbref.com/en/players/c4b888df/Isaac-Carcelen
2024,Cádiz,La Liga,Víctor Chust,ESP,DF,23,2000,20.7,29,18,23,5,1,18,32,56.3,14,27,21,6,11,40,92,1,https://fbref.com/en/players/ec1a731e/Victor-Chust
2024,Cádiz,La Liga,Moussa Diakité,MLI,MF,19,2003,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,https://fbref.com/en/players/d925b04e/Moussa-Diakite
2024,Cádiz,La Liga,Gonzalo Escalante,ARG,MF,30,1993,18.9,39,24,16,14,9,20,55,36.4,35,23,5,18,26,65,33,2,https://fbref.com/en/players/3f79a1c8/Gonzalo-Escalante
2024,Cádiz,La Liga,Karl Etta,CMR,FW,19,2003,0.2,1,1,0,1,0,0,0,NA,0,0,0,0,0,1,0,0,https://fbref.com/en/players/f0f499ea/Karl-Etta
2024,Cádiz,La Liga,Fali,ESP,DF,29,1993,28.3,41,26,29,11,1,21,36,58.3,15,38,24,14,27,68,120,0,https://fbref.com/en/players/72a84002/Fali
2024,Cádiz,La Liga,Álex Fernández,ESP,MF,30,1992,14.3,19,9,10,9,0,11,22,50,11,17,5,12,15,34,30,0,https://fbref.com/en/players/aa677a35/Alex-Fernandez
2024,Cádiz,La Liga,David Gil,ESP,GK,29,1994,4.1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,https://fbref.com/en/players/fea23125/David-Gil
2024,Cádiz,La Liga,Maxi Gómez,URU,FW,26,1996,12.9,6,4,2,3,1,3,5,60,2,8,3,5,3,9,3,0,https://fbref.com/en/players/4c2e9442/Maxi-Gomez
2024,Cádiz,La Liga,Sergi Guardiola,ESP,"FW,MF",32,1991,5.5,10,7,2,6,2,4,9,44.4,5,10,0,10,0,10,4,0,https://fbref.com/en/players/32974271/Sergi-Guardiola
2024,Cádiz,La Liga,Javi Hernández,ESP,DF,25,1998,27.9,43,24,26,12,5,25,46,54.3,21,34,9,25,19,62,72,1,https://fbref.com/en/players/9a76c2e9/Javi-Hernandez
2024,Cádiz,La Liga,Luis Hernández,ESP,DF,34,1989,8,7,3,4,3,0,4,8,50,4,3,2,1,8,15,25,0,https://fbref.com/en/players/02d2c436/Luis-Hernandez
2024,Cádiz,La Liga,Juanmi,ESP,FW,30,1993,9.7,9,4,2,7,0,2,9,22.2,7,6,0,6,6,15,3,0,https://fbref.com/en/players/84399660/Juanmi
2024,Cádiz,La Liga,Rominigue Kouamé,MLI,MF,26,1996,9.1,14,9,6,7,1,7,15,46.7,8,10,2,8,13,27,10,1,https://fbref.com/en/players/86a2ba20/Rominigue-Kouame
2024,Cádiz,La Liga,Jeremías Ledesma,ARG,GK,30,1993,33.9,1,1,1,0,0,1,4,25,3,0,0,0,0,1,15,3,https://fbref.com/en/players/6c4776b1/Jeremias-Ledesma
2024,Cádiz,La Liga,Lucas,BRA,DF,22,2001,17.1,47,27,32,11,4,32,55,58.2,23,27,4,23,17,64,45,0,https://fbref.com/en/players/5d68f5b2/Lucas
2024,Cádiz,La Liga,Darwin Machís,VEN,MF,30,1993,8.7,23,14,7,9,7,13,24,54.2,11,8,1,7,4,27,2,0,https://fbref.com/en/players/ed6ea4d9/Darwin-Machis
2024,Cádiz,La Liga,José Mari,ESP,"MF,FW",35,1987,0.2,2,1,0,2,0,1,2,50,1,0,0,0,0,2,0,0,https://fbref.com/en/players/6f4c734d/Jose-Mari
2024,Cádiz,La Liga,Roger Martí,ESP,FW,32,1991,15.1,12,6,1,9,2,2,7,28.6,5,16,1,15,7,19,4,0,https://fbref.com/en/players/0ae4e09a/Roger-Marti
2024,Cádiz,La Liga,Mamadou Mbaye,SEN,DF,25,1998,3.2,6,3,3,3,0,2,5,40,3,10,7,3,5,11,26,0,https://fbref.com/en/players/8aae94b9/Mamadou-Mbaye
2024,Cádiz,La Liga,Jorge Meré,ESP,DF,26,1997,7.5,8,7,6,2,0,4,7,57.1,3,5,3,2,8,16,33,0,https://fbref.com/en/players/9f979eb2/Jorge-Mere
2024,Cádiz,La Liga,Roberto Navarro,ESP,"MF,FW",21,2002,21,46,29,20,21,5,22,43,51.2,21,33,0,33,19,65,7,1,https://fbref.com/en/players/c997b942/Roberto-Navarro
2024,Cádiz,La Liga,Álvaro Negredo,ESP,"FW,MF",37,1985,0.6,0,0,0,0,0,0,0,NA,0,1,0,1,1,1,0,0,https://fbref.com/en/players/63b0ca6b/Alvaro-Negredo
2024,Cádiz,La Liga,Brian Ocampo,URU,"MF,FW",24,1999,2.8,4,3,1,3,0,2,5,40,3,4,0,4,3,7,0,0,https://fbref.com/en/players/2e3995cd/Brian-Ocampo
2024,Cádiz,La Liga,Milutin Osmajić,MNE,MF,24,1999,0.1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,https://fbref.com/en/players/375ed9d7/Milutin-Osmajic
2024,Cádiz,La Liga,Aiham Ousou,SYR,DF,23,2000,4.8,8,5,6,2,0,5,5,100,0,1,0,1,7,15,15,0,https://fbref.com/en/players/2973a975/Aiham-Ousou
2024,Cádiz,La Liga,Chris Ramos,ESP,"FW,MF",26,1997,29,28,15,9,15,4,8,27,29.6,19,23,7,16,9,37,44,0,https://fbref.com/en/players/44e07fac/Chris-Ramos
2024,Cádiz,La Liga,Diadie Samassékou,MLI,MF,27,1996,1,5,3,2,2,1,5,6,83.3,1,0,0,0,3,8,1,0,https://fbref.com/en/players/08593525/Diadie-Samassekou
2024,Cádiz,La Liga,Fede San Emeterio,ESP,MF,26,1997,1.7,3,2,2,1,0,1,4,25,3,3,2,1,2,5,1,0,https://fbref.com/en/players/efecd633/Fede-San-Emeterio
2024,Cádiz,La Liga,Rubén Sobrino,ESP,"MF,FW",31,1992,18.3,52,28,18,26,8,22,51,43.1,29,26,2,24,16,68,18,0,https://fbref.com/en/players/19b776e9/Ruben-Sobrino
2024,Cádiz,La Liga,Borja Vázquez,ESP,FW,18,2005,0,1,0,1,0,0,1,1,100,0,0,0,0,0,1,1,0,https://fbref.com/en/players/8c6d0e32/Borja-Vazquez
2024,Cádiz,La Liga,Joseba Zaldúa,ESP,DF,31,1992,7.8,20,12,17,2,1,13,21,61.9,8,6,4,2,2,22,20,0,https://fbref.com/en/players/5ca20b7a/Joseba-Zaldua
2024,Getafe,La Liga,Nabil Aberdin,FRA,DF,20,2002,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,https://fbref.com/en/players/cadfa7d1/Nabil-Aberdin
2024,Getafe,La Liga,Omar Alderete,PAR,DF,26,1996,24.4,28,21,15,13,0,19,35,54.3,16,30,18,12,13,41,111,0,https://fbref.com/en/players/bb08bce9/Omar-Alderete
2024,Getafe,La Liga,Carles Aleñá,ESP,MF,25,1998,11.3,24,8,7,14,3,10,24,41.7,14,14,3,11,4,28,13,0,https://fbref.com/en/players/6c811eb7/Carles-Alena
2024,Getafe,La Liga,Gastón Álvarez,URU,DF,23,2000,28.2,68,37,43,20,5,37,57,64.9,20,40,11,29,35,103,80,0,https://fbref.com/en/players/852ddfb8/Gaston-Alvarez
2024,Getafe,La Liga,Fabrizio Angileri,ARG,"DF,MF",29,1994,1.8,1,1,1,0,0,1,3,33.3,2,0,0,0,4,5,8,0,https://fbref.com/en/players/fdd26d71/Fabrizio-Angileri
2024,Getafe,La Liga,Mauro Arambarri,URU,MF,27,1995,3.8,6,2,3,2,1,1,6,16.7,5,1,0,1,2,8,7,0,https://fbref.com/en/players/58afe001/Mauro-Arambarri
2024,Getafe,La Liga,Carmona,ESP,"DF,MF",21,2002,14.6,30,21,13,14,3,9,28,32.1,19,15,2,13,21,51,25,0,https://fbref.com/en/players/2dce876a/Carmona
2024,Getafe,La Liga,Djené,TOG,"DF,MF",31,1991,27.6,34,19,18,13,3,15,26,57.7,11,31,15,16,23,57,70,0,https://fbref.com/en/players/a4971d84/Djene
2024,Getafe,La Liga,Domingos Duarte,POR,DF,28,1995,10.1,7,4,6,0,1,5,7,71.4,2,7,5,2,8,15,27,0,https://fbref.com/en/players/93090f69/Domingos-Duarte
2024,Getafe,La Liga,Daniel Fuzato,BRA,GK,26,1997,0.1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0,https://fbref.com/en/players/82328faf/Daniel-Fuzato
2024,Getafe,La Liga,Santiago García,ESP,FW,21,2001,0.3,1,0,0,0,1,1,1,100,0,0,0,0,0,1,0,0,https://fbref.com/en/players/b4b4d0a6/Santiago-Garcia
2024,Getafe,La Liga,Mason Greenwood,ENG,"MF,FW",21,2001,29.6,11,6,3,5,3,4,21,19,17,9,0,9,4,15,4,0,https://fbref.com/en/players/58eee997/Mason-Greenwood
2024,Getafe,La Liga,Iglesias,ESP,"DF,FW",25,1998,15.7,41,22,25,11,5,21,33,63.6,12,18,7,11,16,57,53,0,https://fbref.com/en/players/974322dc/Iglesias
2024,Getafe,La Liga,Jordi,ESP,"MF,DF",22,2001,6.4,16,11,3,11,2,7,15,46.7,8,7,2,5,8,24,7,0,https://fbref.com/en/players/5556d20b/Jordi
2024,Getafe,La Liga,Jeremy Jorge,ESP,FW,20,2003,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,https://fbref.com/en/players/454d07c9/Jeremy-Jorge
2024,Getafe,La Liga,Juanmi Latasa,ESP,FW,22,2001,17.3,9,7,0,6,3,1,11,9.1,10,9,0,9,4,13,21,0,https://fbref.com/en/players/2bea832e/Juanmi-Latasa
2024,Getafe,La Liga,Anthony Lozano,HON,"MF,FW",30,1993,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,https://fbref.com/en/players/38699c72/Anthony-Lozano
2024,Getafe,La Liga,Nemanja Maksimović,SRB,MF,28,1995,36.3,65,43,26,31,8,23,41,56.1,18,56,23,33,46,111,61,0,https://fbref.com/en/players/00b28772/Nemanja-Maksimovic
2024,Getafe,La Liga,Jaime Mata,ESP,"FW,MF",34,1988,19.9,24,15,12,8,4,11,26,42.3,15,18,1,17,17,41,31,0,https://fbref.com/en/players/02319ad7/Jaime-Mata
2024,Getafe,La Liga,Borja Mayoral,ESP,FW,26,1997,23.9,9,5,2,2,5,5,22,22.7,17,7,0,7,4,13,16,0,https://fbref.com/en/players/64e8ed6d/Borja-Mayoral
2024,Getafe,La Liga,Luis Milla,ESP,MF,28,1994,23.5,57,33,19,28,10,28,47,59.6,19,20,1,19,32,89,10,0,https://fbref.com/en/players/19c36442/Luis-Milla
2024,Getafe,La Liga,Stefan Mitrović,SRB,DF,33,1990,7.8,9,3,7,2,0,4,8,50,4,3,2,1,6,15,26,0,https://fbref.com/en/players/e6777e6b/Stefan-Mitrovic
2024,Getafe,La Liga,Ilaix Moriba,GUI,"MF,FW",20,2003,6.7,20,11,3,11,6,4,9,44.4,5,3,1,2,4,24,10,0,https://fbref.com/en/players/f4c69aa6/Ilaix-Moriba
2024,Getafe,La Liga,Portu,ESP,FW,31,1992,1.1,5,3,4,0,1,5,6,83.3,1,0,0,0,0,5,0,0,https://fbref.com/en/players/1bda5842/Portu
2024,Getafe,La Liga,Diego Rico,ESP,DF,30,1993,28.2,64,48,32,23,9,41,76,53.9,35,25,8,17,41,105,76,0,https://fbref.com/en/players/d9ba39fc/Diego-Rico
2024,Getafe,La Liga,Alberto Risco,ESP,MF,17,2005,1.5,2,2,1,1,0,0,4,0,4,0,0,0,0,2,1,0,https://fbref.com/en/players/36286814/Alberto-Risco
2024,Getafe,La Liga,Gorka Rivera Alonso,ESP,DF,18,2004,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,https://fbref.com/en/players/f1124008/Gorka-Rivera-Alonso
2024,Getafe,La Liga,Óscar Rodríguez Arnaiz,ESP,"MF,FW",25,1998,10.7,24,13,2,15,7,9,15,60,6,12,1,11,5,29,5,0,https://fbref.com/en/players/19709006/Oscar-Rodriguez-Arnaiz
2024,Getafe,La Liga,Jesús Santiago,ESP,MF,19,2004,7.3,17,8,8,5,4,4,7,57.1,3,3,0,3,0,17,8,0,https://fbref.com/en/players/bc49fd34/Jesus-Santiago
2024,Getafe,La Liga,David Soria,ESP,GK,30,1993,37.9,0,0,0,0,0,0,2,0,2,0,0,0,0,0,21,6,https://fbref.com/en/players/8f8c6934/David-Soria
